# v_p0  v_p1  v_p2
6934129 -100153 -29857
7131226 -141991 -57432
7518254 -253999 -115790
7060061 -71122 -18379
4658418 155301 115881
7313676 -302493 -132696
5260034 -559783 -180803
6877574 -975263 -347620
7235396 -1319848 -428636
7256084 -1182382 -340542
6462561 -997468 -267535
5363778 -809869 -259421
7290908 -1300059 -456372
3301715 -244228 -63960
5137485 -704414 -231737
3075231 -152507 -33169
5009026 -721572 -265763
3074828 -195681 -69891
2166046 -178710 -38872
4167765 -805749 -195953
2928046 -458451 -111527
2477280 -105939 -36585
3291472 -293433 -103430
7089118 -499488 -290849
3497118 560142 141324
2801661 65454 14431
4266774 -529091 -72602
3930598 -529172 -120313
3487897 -6898 -2227
5714674 -812040 -225809
3769729 -324370 -113895
2082105 237601 9016
2473195 135438 -68
2652500 51821 -3048
2931513 -375398 82358
2523189 -35525 21641
2548303 184385 -2327
2129543 279834 -3528
2817429 18141 -32761
2483604 -116427 21514
3080126 -333983 -9250
3633766 -906572 76213
3427533 -862912 84238
3522423 -935924 57078
3545133 -934319 64452
3736330 -1172795 89017
3960280 -1387730 119361
4671653 -1430909 71514
4065043 -1360536 139121
4529257 -993412 111440
4444074 -1254167 73218
5878043 -1354258 -151892
5934112 -1171575 -122506
6145350 -1198736 -140601
6059253 -1295111 -152744
6088073 -1265028 -162249
6267404 -1119257 -181379
7229179 -821461 -280798
7474547 -819301 -315367
7624338 -852069 -307835
7480905 -702739 -288822
7491920 -575165 -249090
7760140 -78393 -158195
7796841 -136859 -166429
7836989 -128039 -142312
7814097 -58827 -55169
7682780 -123931 -33767
7461678 -249842 -38211
7296511 -263637 -1427
6974889 -140037 33596
6844607 -128259 33613
6752986 -49361 28407
6658873 18054 46171
6682979 83044 58048
6566926 125915 57013
6414102 107303 67416
6325573 112535 83764
6305963 85216 76319
6222636 70017 70977
6184804 81209 69267
6368882 84466 52236
6636903 76453 41183
6864221 85506 14261
7087093 5937 6349
7110900 -6354 3041
7305675 -5889 -19310
7094124 -16817 -30276
7151089 -33178 -33628
7202299 -10041 -44705
7249425 -11453 -43655
7342756 -9603 -32900
7421264 31071 -47627
7403967 36001 -57565
7399929 -106474 -84713
7371171 -123809 -105834
7349060 -117738 -128042
7228335 -155262 -123290
7172564 -175324 -116591
7017473 -116969 -103757
6821437 -111745 -94384
6599955 -36315 -81778
6511798 -21566 -79519
6449900 50345 -79527
6393110 126879 -78666
6369104 129613 -87511
6269924 166772 -70121
6295180 226570 -66959
6294358 167131 -51141
6383212 105924 -47267
6424404 82924 -47916
6397231 71610 -40435
6401166 22172 -36059
6651770 -58440 -54361
6731799 -112065 -54760
6828008 -89409 -79242
6684682 -89529 -55307
6528936 -93563 -42752
6344866 -77242 -17749
6441645 -143048 -21489
6393779 -159228 -31254
6284123 -168392 -17552
6294161 -281244 -2825
6263362 -282331 6374
6285457 -241818 5883
6298040 -270993 26248
6404164 -210637 42252
6511466 -225078 51836
6529851 -204129 45615
6670162 -150173 28308
6858975 -186762 3488
7062472 -190043 -14596
7194034 -178952 -9197
7501849 -184062 -28610
7733124 -227319 -38719
8207501 -444301 -33893
8573324 -542654 -26743
8689117 -642401 -22419
8934036 -811452 -37824
8801991 -790465 -49444
8665552 -767561 -52662
8602469 -807308 -53496
8197031 -746663 -25601
7643489 -655391 2578
7420396 -544087 -28
7457649 -498928 -5371
7586348 -497508 -21564
7559186 -462663 -22808
7797192 -449590 -37145
7840330 -397092 -58370
7844380 -307144 -83768
7841763 -302730 -95003
7632167 -222605 -90669
7087916 -139294 -39963
7017611 -130417 -45807
6947461 -153563 -41205
6851500 -66031 -41272
6784540 -102695 -15930
6792563 -135168 -13649
6723875 -169389 3003
6790571 -193012 8868
6712767 -110544 17909
6909027 -238221 -44385
7167802 -478643 -121993
6962583 -94382 -12702
4951403 407072 109986
6804868 -517084 -90327
4037501 -645781 77979
4758413 -1244514 72471
4295952 -1515806 204116
4606545 -1205299 263782
4126763 -916618 304969
3628975 -945435 97166
4479259 -1637420 102484
2800874 -246201 42373
3660546 -853121 59204
2704160 -111532 65996
3467774 -954202 27493
2578666 -224687 49040
1646710 -102513 118561
2204942 -656520 316067
1863089 -389278 155031
2200198 -114246 32947
2572580 -336724 64403
6135360 -1053613 -216296
4980305 417367 -271734
3003301 29611 -49582
3026195 -257654 278417
2824558 -468415 131979
3456565 -1029 8943
3950619 -826327 166908
3001593 -381290 59018
2486494 170339 -74357
2645094 106404 -21494
2679996 53817 7306
2578960 -153564 119352
2487535 21135 33429
2786139 146944 -32557
2497526 211224 -54635
2763155 -40404 -15019
2333769 -38305 51605
2665725 -311957 29129
2544510 -570662 222875
2445795 -535762 202395
2373387 -634155 209189
2417626 -620704 210718
2361444 -779713 255785
2337901 -884843 322595
2893284 -1002549 306119
2531633 -835910 321230
3573788 -667674 164265
2855983 -834682 300200
3704880 -1302634 200108
4156225 -1151215 134603
4259920 -1187240 147918
4047963 -1298854 145122
4102279 -1296595 131784
4466052 -1231445 79499
5845431 -1284530 -142886
6056206 -1362575 -178778
6182092 -1377148 -171100
6284808 -1228813 -192614
6546867 -1056572 -194947
7873993 -597268 -345613
7829995 -663281 -346195
7848841 -571059 -292301
7995235 -308439 -206820
7793884 -308033 -169795
7368582 -403650 -135298
7063970 -266089 -15156
6887783 -67924 26077
6742976 -45747 39303
6699847 27045 45977
6720907 118693 48807
6866311 187634 37893
6789181 228190 37769
6592863 250023 67111
6534695 286398 79444
6458786 254123 83099
6361526 224451 74254
6348512 225101 64702
6544276 176685 33357
6825015 131751 5911
7026102 83689 -17829
7134860 3162 -11696
7128266 -9349 -7262
7287801 -53802 -24266
7088590 -104962 -53723
7101069 -116209 -44423
7151725 -111075 -49046
7247334 -129730 -72365
7338005 -96786 -53049
7481855 -110661 -89434
7445147 -120762 -92447
7189015 -279728 -77259
7106698 -336707 -91594
7041382 -367058 -100869
6870281 -384396 -86552
6794126 -385151 -75689
6747953 -319606 -82424
6558636 -289749 -68541
6467671 -211055 -78199
6387749 -187264 -71378
6444274 -142478 -96414
6506134 -87603 -117609
6451668 -92594 -114273
6449528 -38887 -118357
6557994 13731 -126473
6439475 27409 -71262
6419334 3328 -39788
6404971 -6026 -24024
6399152 -10012 -28496
6336458 -34355 -11761
6476398 -144797 -23708
6484694 -186837 -14162
6597966 -228797 -49756
6492039 -183115 -31911
6361635 -168575 -27676
6266493 -121537 -26447
6263846 -177810 -14182
6179538 -212433 -19324
6069937 -187877 -2424
5918500 -230484 47191
5890732 -208803 59390
5964772 -177261 52237
5976222 -162936 70023
6204478 -90708 62747
6332513 -94558 59942
6384603 -97063 43552
6587253 -97916 11332
6672739 -167839 7316
6834625 -201537 -1188
6998942 -185648 -3795
7277557 -230939 -21557
7437807 -284973 -22330
7628790 -445903 21906
7921910 -533412 20787
7916409 -606953 39624
7892889 -762474 68450
7755878 -762629 63208
7636167 -749397 60545
7504595 -775452 74564
7221626 -672273 85569
6821060 -540097 96552
6736102 -454486 77364
6841667 -437736 56451
6960349 -475562 36863
6973976 -449504 31268
7222097 -473657 10417
7295294 -469404 -11555
7353159 -433653 -33296
7296609 -429578 -20409
7200798 -356754 -31639
6860780 -198520 -15641
6773019 -192850 -11210
6665775 -195767 3404
6691707 -130616 -15677
6643651 -123437 -4836
6608634 -143139 4545
6556568 -148628 6064
6638359 -171177 -3964
6675495 -86701 -8122
6690116 -355112 -76790
6608358 -754671 -145240
6897591 -141122 -33946
5798659 470657 -60088
6031594 -638169 -8635
3226627 -346979 209186
3156670 -826806 308593
2640476 -828116 406456
3761078 -593517 242893
3553939 -200628 311815
2615821 -615271 195116
2483980 -1113602 361968
2639288 -168244 23937
2677581 -606803 165407
2625901 52602 86790
2201229 -692823 212688
2216129 -14950 149969
1433862 261986 239817
1572295 191590 482692
1576457 -13533 190936
1995789 22016 98824
2178816 -108069 135770
4290175 -1194833 83934
5253490 -283957 -358139
3007179 -97620 -65432
3487488 166260 68526
2673289 -256423 44882
3500799 7134 -8304
3319165 -439044 167370
2498589 -144158 159148
2595953 -4552 -85455
2708487 74822 -10423
2755364 67115 902
2655641 30270 61955
2562294 83095 24114
2938554 61923 -52563
2591419 122830 -24412
2657356 -33332 13374
2385248 52990 33289
2313882 -219340 65167
2303001 -168251 170427
2295957 -214690 109463
2067217 -260434 151244
2167677 -264279 131413
2021117 -347551 163916
2048621 -356466 186060
2382551 -454253 216643
2310292 -329519 172145
3299165 -467221 43606
2501602 -293914 213751
2415521 -739936 312024
3008818 -772743 212230
3090833 -767977 227954
2694307 -857315 260217
2671300 -851902 280597
3016947 -877122 243971
3872261 -1277677 145177
3850934 -1372884 169604
3982509 -1380540 170370
4259617 -1306654 122439
4784330 -1194963 69885
6687841 -1233709 -232719
6609390 -1310119 -248484
6861003 -1140896 -237058
7648128 -841458 -301071
7568033 -801868 -306100
7048479 -805674 -253034
7002914 -396566 -127407
7096159 -123929 -100689
6910438 -42228 -48896
6787947 111802 37647
6971514 175694 5272
7241963 187778 -40783
7238683 217103 -57187
7063272 312045 -12310
7083523 358021 -15484
6955962 347366 849
6817079 300206 -6750
6805535 275182 -21904
6888844 176582 -37009
7127746 59002 -80740
7143624 13445 -47025
7167598 -43684 -33549
7113643 -33531 -10495
7173821 -89751 -7204
6973934 -231968 -76445
6989811 -222310 -68961
6980768 -201257 -43459
7100840 -302269 -101561
7206988 -218111 -64401
7279237 -298272 -90574
7219822 -306616 -88033
6720340 -380662 -20045
6526607 -443973 -13052
6369940 -464357 5060
6195929 -451633 19647
6142699 -436538 23951
6176192 -398584 5646
6029317 -338650 20915
6024819 -292076 1325
5983777 -256631 4261
6053433 -263536 -18386
6152756 -256783 -42374
6080187 -243133 -29764
6159553 -219511 -51624
6301705 -179708 -54629
6268977 -54180 -6245
6270599 -15101 19291
6231314 24386 51620
6246480 -8410 30875
6224909 -18116 23511
6226017 -145043 20058
6219341 -175053 20890
6217206 -271371 4539
6220655 -213282 -1518
6117902 -197603 -2464
6107023 -173065 -21308
6053636 -199117 -5015
5883773 -221183 13595
5848289 -177829 13811
5743520 -133726 44385
5768294 -95481 47168
5866026 -78006 40339
5954272 -51901 34644
6302682 -24914 -1969
6452018 -52838 -20150
6476082 -86662 -32415
6601142 -133079 -42251
6568915 -183428 -22357
6660086 -216165 -15321
6856227 -217327 -28074
7042711 -283312 -30669
7140155 -333804 -27027
7237244 -412061 6692
7452009 -513504 -982
7392976 -549234 17472
7204480 -620435 67853
7023247 -609664 83146
6876910 -583102 99737
6726043 -575067 118053
6604584 -476599 103806
6384839 -343193 94745
6354150 -291466 81441
6444114 -313654 65882
6465282 -372324 66784
6492696 -353603 64722
6675783 -411519 53859
6696980 -432755 49922
6728692 -416682 49698
6689192 -378045 64323
6659086 -333334 50201
6578793 -194263 20074
6489142 -170186 31456
6399364 -144214 43637
6453918 -111892 32883
6569478 -148537 -30292
6539306 -156653 -29062
6617866 -225778 -97346
6743489 -304927 -146532
6857334 -228847 -149479
6324454 -546573 -112121
5408075 -930129 4335
6668509 -196324 -9270
6512889 175407 -223101
4879885 -420295 250725
2963996 140176 275895
2732730 -215231 269574
2598740 -190684 213386
4073411 -486600 -109468
4440158 20119 -92527
2293055 -278223 144309
1873767 -439164 294212
2466335 -127846 34784
2179844 -251956 194263
2792856 207050 71302
1637063 -212312 259584
2451882 262085 103113
2065611 720937 180729
2682703 987861 265922
1922654 281014 102831
2144045 221986 87825
2437219 61389 19022
2913142 -834929 235028
4013123 -713192 -50383
2738919 -175848 -10571
4341472 -78811 -267378
2653567 -300318 -61938
3596106 -61097 -59140
3345241 -276521 8623
2600565 142992 116466
2374335 -111933 -17654
2836188 33841 -40910
2897501 34181 -37169
2893978 75917 -15155
2732397 98463 -8852
2937645 -44344 -48512
2608263 124924 19995
2722388 -39198 -28390
2584189 64143 -25128
2134911 -70369 79353
2474023 77798 80164
2368511 -104421 12794
2145965 -64926 50749
2237207 -121415 22208
2042507 -143399 52865
2161624 -160264 31615
2470130 -204189 43430
2413976 -147717 29590
2928160 -432664 10673
2762892 -55851 32326
2316692 -267611 144147
2617610 -427789 125719
2829894 -445549 84733
2281867 -416804 167246
2250549 -344412 207125
2535464 -435825 171650
2557823 -843146 251449
2408717 -843721 309051
2528729 -848463 311936
2794176 -857088 282519
3360464 -852534 236626
4523377 -1334909 133347
4395809 -1470949 94031
4936679 -1346240 46330
6146843 -1307108 -123086
6190908 -1331855 -176580
5759051 -1243061 -142241
6673303 -769421 -232202
7239070 -519349 -293471
7122360 -292992 -206660
7091312 122672 -40263
7341266 96675 -92399
7598331 169 -150402
7676099 -38035 -202241
7626632 156305 -149764
7719045 180646 -168232
7585472 206078 -146508
7389675 147154 -152350
7305789 102648 -151900
7230641 1274 -142554
7272112 -191371 -168505
7148587 -99908 -67526
7084879 -117198 -33064
7072888 -52964 -12141
7105739 -107040 -20332
6785905 -438277 -137598
6876341 -439324 -159259
6823770 -321740 -87058
6741299 -531253 -125289
6918240 -344296 -61567
6843609 -453801 -66062
6796208 -463798 -72248
6275784 -383544 5800
6019609 -425892 16767
5846372 -398561 43149
5720125 -365834 47312
5703306 -351203 42652
5738073 -343447 33308
5630291 -241275 66013
5623873 -220440 61589
5638834 -188986 55147
5644445 -222863 50661
5698866 -251018 40897
5670561 -219274 44542
5728451 -230829 34072
5913192 -195509 28930
6170577 -28245 17488
6305556 26923 7146
6358418 127133 30080
6259331 74288 39018
6265592 20019 6886
6096758 -94934 23866
6073915 -132094 17482
5903595 -231637 30436
5993200 -206330 5906
5897689 -189342 8727
5868251 -194044 1677
5817458 -193000 11687
5635373 -167032 36183
5664877 -138303 24379
5709298 -74303 15375
5803951 -45697 3022
5909060 -40536 -2161
6037958 -40083 -19272
6377659 -93315 -57692
6452306 -147927 -61996
6390371 -187088 -53705
6414077 -225367 -38984
6362848 -237335 -24059
6438565 -257954 -21644
6608275 -280822 -28449
6707863 -339942 -20907
6748585 -378789 -12246
6849830 -417111 -4485
6909694 -513158 11185
6844305 -517382 23968
6672211 -502079 55911
6515504 -455180 73016
6414935 -390427 89555
6297499 -349508 104143
6274879 -290562 81487
6200751 -188480 60827
6193744 -154128 55577
6216062 -191748 55741
6145421 -227286 75248
6195583 -214162 70388
6274409 -274906 78209
6246858 -289963 87038
6286226 -266798 91817
6349177 -224576 80696
6326442 -196469 78599
6352871 -124590 47877
6313763 -84975 51424
6300585 -55236 42873
6355861 -31202 43406
6523817 -277676 -99966
6529079 -298366 -118883
6485815 -530082 -198295
6511391 -735783 -265330
6760456 -689648 -299740
5677628 -781926 -119142
3983902 -647490 269078
6377634 -163718 37215
6490679 -309297 -240719
4462189 277807 394221
3511845 654402 212833
3182587 118041 62485
3027720 24 -4834
3358711 -738041 -67192
4548991 -358426 -207990
2229763 -35839 105188
1954550 11423 171545
2211712 22438 118523
2154595 131383 179502
3132760 322251 39583
1797649 262429 202868
3174438 292278 -82136
3692121 750248 -189780
4947678 1016130 -259105
2524333 374316 -11285
2641371 307262 -9046
2695642 -17676 -79381
2481085 -431986 151545
2889553 -562593 152065
2477226 -152520 30044
3740970 -565868 -151917
2145411 -373847 9630
3502128 -201285 -74685
3109361 -308132 -14775
3106272 256958 -11116
2163407 -92515 27573
2906211 -98281 -83260
2959082 -78526 -71921
3073581 -20893 -78808
2840449 61369 -20879
2764258 -104282 -7250
2794754 153911 424
2696117 -134520 -53490
2689131 -31072 -61733
2226759 55190 37868
2785462 157624 -698
2315685 -110235 -10194
2224438 -20734 234
2198339 -120723 -12271
2022903 -84598 13225
2054143 -128863 15503
2427751 -204498 -24458
2382892 -142898 -18503
2430476 -372766 49749
2905065 -99577 -59586
2458140 -148794 -1311
2456710 -265484 48367
2620183 -387892 -1378
2249383 -209090 50478
2390946 -81637 60100
2544644 -247588 25949
2118091 -413274 173530
2139995 -346144 173974
2269059 -348260 171661
2428115 -378090 178490
2908073 -435251 157505
3075602 -869738 277507
2670699 -1047895 288250
3253228 -1011789 256490
4132268 -1233956 186383
4053173 -1355577 153687
3808741 -1234797 153626
5437006 -1162047 -119366
6367217 -1138631 -275130
6711247 -790375 -260569
7490112 -113469 -204453
7600431 -219431 -225808
7648413 -409339 -256286
7632546 -559434 -308070
7918150 -294134 -299722
8011590 -309337 -316674
7914506 -232773 -289047
7650209 -303236 -293243
7468157 -316090 -263914
7280855 -388502 -243923
7008311 -586738 -220523
7129498 -295128 -141908
6934706 -178401 -32572
7204082 -153091 -109835
7219264 -251309 -142095
6293081 -770313 -183561
6394795 -839663 -224424
6576744 -578341 -171281
6044118 -768981 -105378
6586427 -491507 -97256
6371793 -595109 -87663
6318342 -626223 -99855
6034254 -427490 -62227
5758160 -453738 -57065
5676350 -389146 -49657
5609503 -361405 -57676
5611108 -361367 -66915
5607875 -352785 -56999
5553875 -147541 16815
5487299 -101444 51318
5530060 -85416 43239
5474553 -114198 51227
5448234 -138213 64543
5480875 -113816 54440
5494975 -131611 56057
5747756 -125449 31301
6267964 -44048 -37778
6479184 -32733 -66009
6745240 70383 -89492
6532462 80024 -42408
6387864 -15857 -43013
6085439 -76088 -6850
6011758 -123504 -9652
5714107 -173587 25202
5796611 -197250 3909
5716508 -171321 9196
5645689 -172028 18171
5621588 -159879 19809
5532775 -104772 22424
5562841 -93547 18612
5687586 -66711 -4965
5806780 -70136 -22293
5901230 -70619 -22096
6002202 -100237 -33689
6192945 -203289 -42688
6167330 -242001 -24706
6055070 -249692 -5230
6059873 -257012 7927
6029785 -251548 12752
6100337 -276518 7892
6224497 -302745 9829
6272893 -346261 17403
6279972 -364246 28250
6365105 -398725 27521
6318967 -444674 57704
6276325 -430941 62968
6205251 -382401 66199
6142258 -316115 67888
6175185 -243616 57439
6127585 -180147 64620
6131477 -162300 46850
6135457 -101471 27517
6156843 -76040 22914
6117381 -99545 36099
6035542 -95828 53702
6096214 -95552 47273
6106876 -129715 63771
6062898 -120730 78245
6142886 -93855 76590
6243052 -83503 60944
6234082 -51026 65777
6255343 -16141 59326
6298759 9311 41455
6357230 1706 8285
6465677 15852 -5574
6126672 -493245 -94649
6092261 -560111 -114718
5477977 -838768 -62609
5128704 -1135190 -78505
5569690 -1238520 -204269
4645532 -967960 -53234
3530212 -23822 318054
6213476 -63301 58801
5576815 -638333 -57960
5743008 807616 87070
4881636 837706 -47315
3453123 137475 2498
3126058 -96048 -66118
2033224 -585636 207822
3413122 -509967 82506
2410755 125980 47953
2255976 286698 107050
2363293 279421 117742
2768083 359470 25819
3652772 327067 -41900
2633215 497142 12903
3587835 -13411 -196140
4782400 18141 -483176
6191915 136093 -537174
3062016 249711 -105386
3082680 199677 -87185
2499165 -143078 -30578
2348076 -228205 70145
2578303 -291205 105308
2238649 -35905 91340
2494643 -561750 131048
1523527 -211615 146684
3157055 -318202 -38417
2682683 -279778 39619
3639342 82473 -161929
2138747 -49085 8615
2617238 -226836 -30681
2773778 -215848 -55965
2977237 -192447 -83065
2857220 35182 -7870
2590342 -79784 26713
3026812 108932 -41454
2361789 -179607 20174
2504632 -121502 -16860
2418413 73555 -14932
3057013 89993 -62602
2164440 -114620 5611
2181123 -18155 9923
2047357 -137388 -3514
1942714 -57090 16702
1895252 -66386 40368
2117754 -219089 15918
2206195 -177380 -11676
2060885 -239950 76116
2701007 -207081 -38675
2295765 -164628 417
2268172 -191428 31312
2137259 -353663 44788
2175934 -165438 2704
2528877 -61326 -27449
2366404 -246202 -2876
1996783 -142021 108266
2185510 -139431 53880
2314123 -148210 49933
2431231 -151984 66871
2863007 -259635 31886
2738073 -433618 147613
2028275 -508075 232475
2575940 -506200 223034
2951706 -735207 268427
2605480 -861733 295120
2480278 -748135 294115
3596849 -1111125 173090
4292820 -1374723 64971
5258546 -1140146 -57769
7361508 -648017 -308964
7252440 -746337 -281734
6959370 -937442 -249338
6596053 -1127574 -227231
7347361 -941645 -318733
7343614 -962583 -302954
7441380 -863235 -319840
7057343 -923637 -301412
6909921 -878181 -279659
6612723 -886700 -230849
6075880 -987941 -159800
6882757 -686435 -242880
6882161 -305590 -111513
7259111 -543933 -277269
7064664 -680335 -271074
5125529 -1057755 -77778
5037065 -1177842 -78888
5823875 -945291 -174447
5015626 -908047 -25979
6105018 -749606 -154617
5759162 -816907 -125916
5629105 -858826 -121398
5681869 -638798 -137097
5377998 -653619 -128879
5442119 -609949 -159429
5408512 -606690 -175098
5388654 -621196 -178420
5378440 -577869 -154790
5652946 -227032 -102400
5560509 -57732 -12514
5600924 -54094 -15578
5511234 -60219 -605
5414261 -29550 43578
5468141 -28542 30279
5468003 -43305 31087
5699728 -91878 6317
6218844 -154002 -58369
6389646 -189075 -74800
6802081 -175060 -134802
6714647 -93788 -120890
6382582 -137412 -72646
6057386 -122755 -36509
5911973 -166022 -28356
5598725 -142138 7575
5593381 -187105 8568
5551683 -153090 10360
5488311 -132644 20370
5487439 -122759 16867
5483688 -81348 4165
5508243 -68136 7732
5616749 -80165 -6110
5687509 -106607 -9506
5778455 -103032 -7211
5817552 -144546 -7872
5844369 -234443 11247
5800979 -234582 28562
5731913 -216146 32354
5759826 -207641 36209
5733216 -190716 44210
5761604 -220864 45414
5868970 -245421 43768
5881411 -274620 51170
5895478 -277442 54810
5934549 -308195 59562
5893341 -301983 79460
5879312 -283050 79597
5877357 -241060 72770
5900430 -183512 64412
6021559 -150921 39206
6074411 -87327 31017
6054988 -93135 25537
6082668 -62258 15400
6127697 -48100 9232
6069646 -39294 27113
6026386 -10092 35509
6061769 -14338 38751
6065607 -19795 49903
6052342 15560 60827
6172100 30818 51484
6241892 22928 48847
6292515 53575 41529
6313758 93823 50740
6491342 30569 -31037
6504573 -47568 -62308
6705176 -105323 -124029
5227654 -535473 65884
4907868 -569837 142805
3749004 -570588 362791
3043400 -846414 377236
3348729 -1268663 199506
3303268 -914766 114328
