# r2  r3  r4  r5  r6
-3.096146 0.000000 -0.309850 -1.489771 0.000000
-3.315861 0.000000 0.070416 -1.167841 0.000000
-2.966799 0.000000 0.248769 -0.778215 0.000000
-2.464976 0.000000 0.239013 -0.410475 0.000000
-2.031726 0.000000 0.208630 -0.114748 0.000000
-1.574239 0.000000 0.255560 0.037619 0.000000
-1.048612 0.000000 0.249634 0.000182 0.000000
-0.654116 0.000000 0.136256 -0.145963 0.000000
-0.439493 0.000000 0.105190 -0.269315 0.000000
-0.082876 0.000000 0.273189 -0.302378 0.000000
0.664886 0.000000 0.457058 -0.236820 0.000000
1.588645 0.000000 0.436978 -0.099145 0.000000
2.264585 0.000000 0.227190 0.044234 0.000000
2.417864 0.000000 -0.085214 0.093015 0.000000
1.907279 0.000000 -0.421473 0.033260 0.000000
0.888235 0.000000 -0.559126 0.000204 0.000000
-0.067785 0.000000 -0.359768 0.066498 0.000000
-0.434447 0.000000 -0.010107 0.166090 0.000000
-0.212800 0.000000 0.203161 0.262225 0.000000
0.206379 0.000000 0.189388 0.347786 0.000000
0.416015 0.000000 0.009404 0.406655 0.000000
0.267944 0.000000 -0.132940 0.494070 0.000000
0.014819 0.000000 -0.104530 0.614798 0.000000
-0.159445 0.000000 -0.093899 0.634961 0.000000
-0.437411 0.000000 -0.185044 0.555300 0.000000
-0.806836 0.000000 -0.154653 0.543084 0.000000
-1.006946 0.000000 -0.056736 0.579782 0.000000
-1.178686 0.000000 -0.150153 0.526892 0.000000
-1.673887 0.000000 -0.336634 0.431170 0.000000
-2.386981 0.000000 -0.341521 0.414629 0.000000
-2.896785 0.000000 -0.157311 0.494489 0.000000
-3.013874 0.000000 0.024235 0.652031 0.000000
-2.872698 0.000000 0.107810 0.896033 0.000000
-2.588325 0.000000 0.183867 1.223664 0.000000
-2.106676 0.000000 0.299261 1.554251 0.000000
-1.385533 0.000000 0.424891 1.792486 0.000000
-0.407408 0.000000 0.554237 1.916109 0.000000
0.730601 0.000000 0.553246 1.891828 0.000000
1.609693 0.000000 0.294337 1.685712 0.000000
1.895368 0.000000 0.016806 1.403160 0.000000
1.894068 0.000000 0.028794 1.162869 0.000000
2.116940 0.000000 0.184008 0.935896 0.000000
2.433473 0.000000 0.076384 0.664491 0.000000
2.212789 0.000000 -0.310653 0.413579 0.000000
1.308169 0.000000 -0.546161 0.296700 0.000000
0.314921 0.000000 -0.406528 0.272941 0.000000
-0.178892 0.000000 -0.085270 0.170495 0.000000
-0.073422 0.000000 0.165998 -0.066112 0.000000
0.325812 0.000000 0.205953 -0.346322 0.000000
0.663760 0.000000 0.141768 -0.582649 0.000000
0.953871 0.000000 0.160068 -0.808052 0.000000
1.253926 0.000000 0.110760 -1.134942 0.000000
1.303330 0.000000 -0.062688 -1.508181 0.000000
1.134638 0.000000 -0.065528 -1.735166 0.000000
1.152402 0.000000 0.081783 -1.818420 0.000000
1.335224 0.000000 0.062228 -1.897121 0.000000
1.273941 0.000000 -0.133177 -1.984872 0.000000
0.883131 0.000000 -0.222389 -1.986348 0.000000
0.590776 0.000000 -0.038945 -1.821024 0.000000
0.793092 0.000000 0.226625 -1.538378 0.000000
1.406701 0.000000 0.363922 -1.274873 0.000000
2.248308 0.000000 0.495851 -1.078621 0.000000
3.523267 0.000000 0.814253 -0.927990 0.000000
5.494274 0.000000 1.129340 -0.935146 0.000000
7.621243 0.000000 0.900468 -1.347369 0.000000
8.596340 0.000000 0.025473 -2.192365 0.000000
7.688548 0.000000 -0.896846 -3.168343 0.000000
5.301734 0.000000 -1.440112 -3.974832 0.000000
2.296387 0.000000 -1.503693 -4.438373 0.000000
-0.384909 0.000000 -1.152170 -4.541096 0.000000
-2.349490 0.000000 -0.865035 -4.499535 0.000000
-4.009095 0.000000 -0.802742 -4.492849 0.000000
-5.322260 0.000000 -0.430697 -4.422789 0.000000
-5.414383 0.000000 0.366205 -4.135744 0.000000
-4.042344 0.000000 0.927114 -3.696525 0.000000
-2.211948 0.000000 0.828124 -3.312582 0.000000
-1.031404 0.000000 0.340993 -3.064057 0.000000
-0.869153 0.000000 -0.166397 -2.838521 0.000000
-1.565673 0.000000 -0.498627 -2.462310 0.000000
-2.619103 0.000000 -0.520574 -1.866545 0.000000
-3.506795 0.000000 -0.371225 -1.193049 0.000000
-4.085344 0.000000 -0.200308 -0.668088 0.000000
-4.190586 0.000000 0.121958 -0.386456 0.000000
-3.578405 0.000000 0.468149 -0.293231 0.000000
-2.522001 0.000000 0.551097 -0.256957 0.000000
-1.460675 0.000000 0.521723 -0.192203 0.000000
-0.409739 0.000000 0.532794 -0.181053 0.000000
0.555753 0.000000 0.399858 -0.361878 0.000000
1.079048 0.000000 0.111400 -0.695583 0.000000
1.071842 0.000000 -0.082729 -1.000457 0.000000
0.857133 0.000000 -0.099976 -1.155709 0.000000
0.526685 0.000000 -0.336976 -1.251448 0.000000
-0.923738 0.000000 -1.175858 -1.356702 0.000000
-3.616491 0.000000 -1.276401 -1.136190 0.000000
-4.505097 0.000000 0.610134 -0.524021 0.000000
-1.181167 0.000000 2.499195 -0.564378 0.000000
4.011317 0.000000 2.484663 -2.302614 0.000000
7.801484 0.000000 1.227318 -5.464884 0.000000
8.206377 0.000000 -0.964095 -8.836504 0.000000
3.981998 0.000000 -3.081822 -11.000680 0.000000
-2.435356 0.000000 -3.012972 -11.185399 0.000000
-7.006212 0.000000 -1.588483 -10.214271 0.000000
-9.497701 0.000000 -1.132179 -9.223214 0.000000
-11.535039 0.000000 -0.690918 -7.911246 0.000000
-11.365463 0.000000 0.969085 -5.974138 0.000000
-8.352137 0.000000 1.725054 -4.449021 0.000000
-5.792294 0.000000 0.705101 -3.860484 0.000000
-5.172254 0.000000 0.208948 -3.534463 0.000000
-3.804199 0.000000 1.250637 -3.284416 0.000000
-1.012084 0.000000 1.121154 -3.968801 0.000000
-0.229329 0.000000 -0.184612 -4.967250 0.000000
-0.124786 0.000000 0.707292 -4.520850 0.000000
2.683162 0.000000 1.673175 -3.128657 0.000000
3.916406 0.000000 -0.874332 -1.899531 0.000000
-0.054768 0.000000 -2.422987 -0.180863 0.000000
-2.397348 0.000000 0.467406 1.174332 0.000000
0.953881 0.000000 2.260157 -0.157495 0.000000
4.176167 0.000000 0.769542 -2.906188 0.000000
4.532873 0.000000 -0.073014 -4.086087 0.000000
4.386261 0.000000 -0.165569 -4.128197 0.000000
3.185696 0.000000 -1.179823 -4.658059 0.000000
0.000000 0.000000 -1.828530 -5.095357 0.000000
0.000000 2.039169 1.894654 0.830206 0.000000
3.119629 1.183843 1.017145 0.519054 -0.799296
3.272882 -0.858551 -0.903116 -0.181277 -0.892433
0.160213 -2.168067 -1.962336 -0.596545 -0.050795
-2.904540 -1.049651 -0.839027 -0.219590 0.869883
-2.455993 1.265183 1.232927 0.522553 0.773993
1.251758 2.260431 2.277437 0.804806 -0.312607
5.697055 1.143231 2.095537 0.371817 -1.619616
9.138792 -1.555849 1.294824 -0.575086 -2.604340
10.342191 -5.298477 -0.195002 -1.854977 -2.955489
8.486897 -8.899924 -1.534276 -3.087126 -2.485384
5.441341 -10.872094 -1.271899 -3.785061 -1.649672
4.212096 -11.499215 0.065499 -4.039550 -1.254560
5.208794 -12.472735 0.754955 -4.388348 -1.411568
6.235743 -14.450211 0.115406 -5.063345 -1.482116
5.257262 -16.406457 -1.067842 -5.737999 -0.971893
2.654761 -17.096140 -1.330702 -5.911992 -0.066165
0.975263 -16.343975 -0.224497 -5.517924 0.710076
1.739661 -14.966593 0.851654 -5.115804 1.068602
3.395856 -13.627296 0.623258 -5.137168 1.132079
3.701034 -12.307253 -0.296056 -5.273944 1.011187
2.588235 -11.287809 -0.708691 -5.230818 0.689835
1.285760 -11.070285 -0.568217 -5.216303 0.420949
0.457893 -11.224189 -0.257698 -5.276858 0.600664
0.304190 -10.572489 0.110341 -5.057086 1.206918
0.763397 -8.588316 0.309643 -4.379654 1.689333
1.207560 -6.227906 0.074051 -3.599517 1.592629
0.880040 -4.817958 -0.402511 -3.155192 1.151703
-0.189898 -4.281387 -0.601378 -2.942332 0.949219
-1.134037 -3.512987 -0.289742 -2.485909 1.109710
-1.198206 -1.997970 0.216693 -1.589590 1.228870
-0.433284 -0.376866 0.503148 -0.629310 0.941432
0.521265 0.430589 0.408331 -0.108647 0.347763
1.000499 0.307340 0.061199 -0.038804 -0.214632
0.757544 -0.367833 -0.292009 -0.184246 -0.575036
-0.072607 -1.344153 -0.525507 -0.472197 -0.676680
-1.228958 -2.262677 -0.614437 -0.783044 -0.479264
-2.348331 -2.647082 -0.472538 -0.888234 -0.085355
-2.967561 -2.404175 -0.135509 -0.748231 0.281816
-2.928190 -1.815335 0.152855 -0.501964 0.494860
-2.503816 -1.130673 0.246791 -0.231404 0.558580
-2.057568 -0.471341 0.188533 0.043608 0.505249
-1.761083 0.062537 0.120383 0.270947 0.353876
-1.504736 0.337652 0.147781 0.389331 0.142765
-1.160326 0.293902 0.185126 0.394144 -0.039025
-0.815907 0.070157 0.149999 0.336188 -0.113320
-0.518115 -0.130257 0.168390 0.270350 -0.079311
-0.021195 -0.193916 0.347688 0.238719 0.009747
0.864096 -0.100509 0.518376 0.256130 0.092822
1.876535 0.097510 0.460488 0.295787 0.119580
2.548348 0.281924 0.199599 0.307539 0.065773
2.623560 0.293405 -0.126599 0.243347 -0.029774
2.070667 0.124539 -0.417801 0.117230 -0.067173
1.099471 0.007579 -0.522731 0.015140 -0.012331
0.201648 0.061424 -0.342118 -0.025592 0.057843
-0.157843 0.176080 -0.018528 -0.041182 0.093396
0.029397 0.293220 0.177128 -0.045783 0.108074
0.389100 0.411674 0.160047 -0.027204 0.110685
0.569685 0.513439 0.014015 0.016517 0.114928
0.463571 0.673203 -0.102622 0.089824 0.111500
0.253094 0.857324 -0.096129 0.136679 0.035245
0.078158 0.811288 -0.095339 0.039208 -0.091548
-0.188871 0.549237 -0.174825 -0.183088 -0.137061
-0.568906 0.398431 -0.186201 -0.368534 -0.095041
-0.896695 0.371289 -0.147218 -0.468371 -0.075547
-1.241147 0.257422 -0.219451 -0.533600 -0.069335
-1.802509 0.130382 -0.333969 -0.544314 0.003885
-2.456413 0.169784 -0.290989 -0.464182 0.130839
-2.844480 0.378378 -0.087532 -0.318752 0.258529
-2.816954 0.708905 0.098719 -0.139989 0.373886
-2.540256 1.172814 0.165065 0.072893 0.469797
-2.187882 1.767332 0.190409 0.320862 0.502533
-1.759044 2.353411 0.241117 0.553041 0.434757
-1.196713 2.783358 0.329000 0.731392 0.290937
-0.417673 3.037508 0.453151 0.865483 0.097468
0.532510 3.035687 0.469372 0.901579 -0.135496
1.283814 2.687030 0.252826 0.775039 -0.328546
1.526415 2.182851 0.011201 0.568830 -0.403269
1.524814 1.757830 0.031220 0.401648 -0.409711
1.759841 1.361229 0.197446 0.253796 -0.427819
2.130415 0.862849 0.119161 0.045200 -0.429999
2.007931 0.364613 -0.262218 -0.197583 -0.348178
1.147468 0.097410 -0.560445 -0.356382 -0.220510
0.036685 0.046306 -0.505575 -0.384485 -0.167483
-0.673037 -0.054789 -0.187119 -0.350829 -0.222233
-0.696444 -0.335595 0.144433 -0.334128 -0.307154
-0.266161 -0.715779 0.248973 -0.376937 -0.359860
0.151632 -1.085212 0.166805 -0.478916 -0.392322
0.436495 -1.470846 0.134340 -0.621295 -0.449645
0.689164 -2.026886 0.102247 -0.821302 -0.493929
0.785462 -2.654234 -0.009906 -1.038198 -0.420505
0.734429 -3.021643 -0.013407 -1.151382 -0.253314
0.815191 -3.117237 0.095037 -1.140610 -0.122609
1.030717 -3.171521 0.092789 -1.080620 -0.051552
1.098236 -3.231691 -0.031823 -1.011156 0.030693
0.970029 -3.176792 -0.068291 -0.930763 0.156151
0.972275 -2.897473 0.090033 -0.830224 0.273153
1.345153 -2.481188 0.264915 -0.745441 0.301882
1.944110 -2.131236 0.317568 -0.719124 0.239190
2.639365 -1.881786 0.398450 -0.713774 0.122583
3.657220 -1.686149 0.645636 -0.701787 -0.092811
5.191819 -1.762318 0.861331 -0.788678 -0.485837
6.759190 -2.526419 0.630201 -1.120019 -0.966307
7.340147 -3.990240 -0.081735 -1.666350 -1.277719
6.433889 -5.647203 -0.792879 -2.254267 -1.272845
4.395588 -7.041787 -1.210635 -2.776167 -0.999075
1.852206 -7.896895 -1.288444 -3.150640 -0.585173
-0.513350 -8.136597 -1.058273 -3.305061 -0.215139
-2.399010 -8.085875 -0.866677 -3.311106 0.005591
-4.052044 -8.027761 -0.778533 -3.247182 0.174318
-5.230946 -7.795898 -0.322769 -3.055562 0.394131
-5.076957 -7.182667 0.488948 -2.716014 0.588784
-3.523403 -6.363255 0.980565 -2.354526 0.632538
-1.644973 -5.698233 0.832910 -2.107149 0.549139
-0.429152 -5.292490 0.382511 -1.980621 0.485380
-0.105226 -4.940999 -0.046437 -1.887389 0.545258
-0.530162 -4.367991 -0.360556 -1.747389 0.701634
-1.398696 -3.472196 -0.489604 -1.540559 0.821964
-2.396700 -2.464062 -0.512151 -1.312646 0.791871
-3.369298 -1.646485 -0.436176 -1.091492 0.629124
-3.913183 -1.122305 -0.063595 -0.856958 0.424878
-3.551299 -0.854664 0.401722 -0.652703 0.253125
-2.561421 -0.722104 0.535140 -0.536285 0.144315
-1.572666 -0.583491 0.456977 -0.460379 0.049722
-0.708883 -0.524780 0.418712 -0.401342 -0.108174
0.050881 -0.774661 0.319818 -0.433440 -0.289937
0.502994 -1.284425 0.122870 -0.557254 -0.367451
0.605658 -1.741891 0.009777 -0.659993 -0.305023
0.601341 -1.961957 0.007362 -0.696349 -0.208440
0.444761 -2.162714 -0.270703 -0.804502 -0.144237
-0.926056 -2.440571 -1.159070 -0.997948 0.033637
-3.700092 -2.019465 -1.396227 -0.806490 0.248160
-5.141154 -0.730587 0.150024 -0.115416 -0.196155
-3.110856 -0.661762 1.683287 0.035724 -1.690504
0.401781 -3.732448 1.682271 -1.177363 -3.410465
3.065833 -9.185512 0.959810 -3.205418 -4.162623
3.742842 -14.730450 -0.408677 -4.995716 -3.446371
1.317736 -18.008699 -1.902858 -5.741208 -1.630978
-2.692442 -17.974910 -1.873164 -5.356207 0.151225
-5.459166 -16.343796 -0.929486 -4.796977 1.081543
-7.018410 -15.012878 -0.810126 -4.697697 1.573905
-8.622954 -13.094196 -0.604702 -4.338465 2.163019
-8.633652 -9.875540 0.691916 -3.267369 2.287496
-6.400307 -7.284862 1.278473 -2.344336 1.627114
-4.659039 -6.393568 0.336728 -2.130835 0.890829
-4.787714 -5.957937 -0.226322 -2.095428 0.505702
-4.426845 -5.382145 0.723436 -1.767363 0.059221
-2.200806 -6.082589 1.215217 -1.600112 -0.382156
-0.274213 -7.425117 0.791462 -1.741437 0.015179
1.851873 -6.831326 1.602539 -1.658806 0.892564
5.767840 -5.090020 1.919437 -1.604123 1.298132
6.988721 -3.779726 -1.128778 -1.876594 1.501063
1.761044 -1.359628 -3.523138 -1.513400 1.502937
-3.523238 1.200372 -1.224322 -0.364120 0.250056
-2.740759 -0.139160 1.618919 0.069792 -1.553163
0.824254 -4.021751 1.628151 -0.526271 -1.965830
3.128061 -5.950487 0.771837 -1.136584 -1.253219
3.872703 -6.338427 -0.050885 -1.590405 -0.868084
2.750519 -7.431313 -1.091795 -2.172629 -0.658168
0.000000 -8.206236 -1.543957 -2.481358 -0.000000
0.000000 2.899768 0.831017 -0.011037 0.000000
1.320203 1.820150 0.383417 0.079625 -0.966504
1.263251 -0.630878 -0.422411 0.352676 -1.049542
0.024505 -2.093761 -0.706121 0.583106 -0.052836
-0.976070 -0.741765 -0.222836 0.460620 0.974437
-0.684366 1.899107 0.485016 0.101139 0.781686
0.676400 2.868697 0.812395 -0.170386 -0.563824
2.252892 1.278079 0.747036 -0.211491 -2.120417
3.492255 -2.136409 0.462174 -0.024473 -3.250101
3.845640 -6.701116 -0.155196 0.362551 -3.619540
2.964839 -11.029247 -0.655788 0.818427 -3.040360
1.775872 -13.446108 -0.443524 1.066887 -2.062068
1.465489 -14.337025 0.135971 1.071342 -1.593523
2.140023 -15.596363 0.480849 1.122430 -1.751979
3.012227 -18.013599 0.320689 1.322754 -1.808933
3.156722 -20.419323 -0.192272 1.519222 -1.146781
2.566315 -21.053395 -0.278879 1.699571 -0.025973
2.672184 -19.690716 0.473224 1.843305 0.640994
4.379499 -18.299193 1.131306 1.503325 0.408959
6.333048 -18.418425 0.647830 0.327287 -0.055163
6.401065 -18.999628 -0.585128 -1.136762 -0.094013
4.479746 -18.955534 -1.182670 -2.012237 0.036100
2.510445 -18.967005 -0.679667 -2.241151 0.107359
2.140009 -19.230945 0.317273 -2.306330 0.468014
3.512569 -18.583140 0.959881 -2.556680 1.197880
5.221107 -16.485144 0.611108 -3.171278 1.729252
5.420658 -14.132700 -0.432541 -4.020956 1.651162
3.818261 -12.857617 -1.048135 -4.642090 1.370707
1.912019 -12.174574 -0.762844 -4.738180 1.573917
1.034922 -10.478327 -0.134631 -4.343255 2.253387
1.097942 -7.195654 0.119513 -3.637076 2.668781
1.162165 -3.713645 -0.084611 -2.923850 2.236393
0.699140 -1.752437 -0.359368 -2.380484 1.265282
-0.173074 -1.259784 -0.496071 -1.818040 0.399908
-1.191691 -1.468859 -0.513681 -1.164370 -0.188209
-2.133528 -2.266060 -0.417818 -0.659938 -0.472759
-2.791435 -3.219874 -0.231762 -0.332794 -0.301951
-3.014238 -3.429931 0.014866 0.006937 0.197474
-2.739468 -2.765787 0.251690 0.327770 0.636907
-2.121768 -1.776180 0.343416 0.493382 0.852460
-1.503324 -0.742760 0.257607 0.568366 0.912137
-1.167591 0.305859 0.071380 0.678395 0.841143
-1.194446 1.197102 -0.083339 0.812461 0.624458
-1.369936 1.702795 -0.067200 0.936083 0.323294
-1.365056 1.788766 0.072779 1.067260 0.056451
-1.098784 1.613036 0.181285 1.171229 -0.098383
-0.638045 1.364336 0.290403 1.185937 -0.129881
0.128173 1.208569 0.488801 1.121230 -0.081280
1.258029 1.209790 0.615996 1.001722 -0.037535
2.376747 1.270915 0.462626 0.813865 -0.070610
2.945922 1.219452 0.098024 0.562806 -0.189916
2.789114 0.906804 -0.237233 0.310161 -0.323327
2.118997 0.401562 -0.416103 0.112629 -0.356413
1.245888 -0.005123 -0.443750 -0.060653 -0.272657
0.479912 -0.202783 -0.298219 -0.254325 -0.165001
0.157611 -0.306221 -0.018817 -0.435310 -0.079053
0.331318 -0.344816 0.165900 -0.563246 0.002609
0.668783 -0.282038 0.152695 -0.624512 0.074179
0.861607 -0.123611 0.035204 -0.617769 0.110119
0.790539 0.132349 -0.104537 -0.610372 0.050244
0.482226 0.269104 -0.192984 -0.707300 -0.181169
0.090659 -0.135823 -0.190133 -0.945480 -0.482226
-0.261357 -1.002508 -0.166327 -1.284670 -0.597509
-0.599895 -1.730702 -0.176856 -1.628868 -0.478162
-0.979064 -2.120124 -0.201382 -1.854555 -0.290818
-1.404825 -2.350261 -0.226796 -1.892994 -0.093918
-1.873854 -2.365571 -0.239011 -1.782321 0.146714
-2.284156 -2.047196 -0.153017 -1.606584 0.383866
-2.392310 -1.492547 0.055331 -1.428347 0.556046
-2.080838 -0.827403 0.240932 -1.290654 0.670379
-1.550079 -0.064606 0.267303 -1.221617 0.745739
-1.100521 0.798306 0.177100 -1.218071 0.749486
-0.831895 1.604065 0.101276 -1.241800 0.653574
-0.627056 2.237477 0.115868 -1.226621 0.494782
-0.328168 2.737405 0.183093 -1.129900 0.266555
0.064581 2.923745 0.196651 -0.979531 -0.061078
0.386693 2.564595 0.112773 -0.836273 -0.367575
0.506883 1.916310 0.015646 -0.738408 -0.505967
0.552679 1.372452 0.056435 -0.672387 -0.540020
0.811861 0.869258 0.204010 -0.627517 -0.611904
1.241681 0.128844 0.186509 -0.651644 -0.686226
1.342948 -0.757121 -0.113568 -0.777729 -0.610479
0.759463 -1.362273 -0.454914 -0.941844 -0.374188
-0.284205 -1.501348 -0.546038 -1.008289 -0.145481
-1.168685 -1.401832 -0.302492 -0.880341 -0.062273
-1.395075 -1.349412 0.066811 -0.625069 -0.129995
-1.062764 -1.514570 0.220980 -0.420783 -0.276213
-0.712512 -1.901640 0.112329 -0.361279 -0.415353
-0.599774 -2.418010 0.024554 -0.351477 -0.516701
-0.510711 -3.091239 0.075264 -0.259262 -0.545788
-0.285050 -3.790374 0.142430 -0.100352 -0.414101
0.036634 -4.132538 0.177646 0.045010 -0.154681
0.417016 -4.056821 0.202073 0.194521 0.070283
0.810286 -3.811573 0.181484 0.403318 0.189787
1.115594 -3.539935 0.123386 0.624400 0.238438
1.353634 -3.258167 0.131116 0.735108 0.252266
1.699154 -2.944192 0.216190 0.654748 0.219939
2.176176 -2.709036 0.244429 0.405106 0.119038
2.625384 -2.672189 0.202351 0.104613 0.000315
3.032977 -2.683634 0.221393 -0.124239 -0.113061
3.564800 -2.656877 0.316406 -0.280046 -0.352299
4.245120 -2.983153 0.344531 -0.422182 -0.832736
4.772585 -4.185262 0.149621 -0.516595 -1.401903
4.684394 -6.166445 -0.250515 -0.502662 -1.747745
3.797360 -8.311612 -0.616775 -0.436806 -1.744702
2.354493 -10.220993 -0.806153 -0.444955 -1.449941
0.691699 -11.594954 -0.839614 -0.571836 -0.939596
-0.921821 -12.178028 -0.774140 -0.734521 -0.386312
-2.418087 -12.214345 -0.739160 -0.804077 0.060232
-3.803123 -11.960287 -0.612227 -0.683584 0.458854
-4.547241 -11.213412 -0.066185 -0.392118 0.837879
-3.917616 -9.943420 0.680755 -0.109560 1.031033
-2.157207 -8.643407 0.994110 -0.011483 0.929985
-0.364987 -7.802603 0.755706 -0.092109 0.673318
0.752692 -7.412271 0.379251 -0.237585 0.491366
1.207388 -7.131830 0.084437 -0.397201 0.486209
1.097623 -6.668961 -0.198023 -0.621126 0.606835
0.431821 -5.942043 -0.467915 -0.936283 0.735063
-0.725054 -5.099003 -0.685755 -1.246004 0.799904
-2.151583 -4.242063 -0.699419 -1.366736 0.819446
-3.200511 -3.319873 -0.293647 -1.200218 0.770462
-3.203437 -2.512210 0.270243 -0.895397 0.604435
-2.397898 -2.044686 0.470197 -0.694536 0.402705
-1.576651 -1.748802 0.337146 -0.616540 0.243503
-1.051676 -1.519615 0.207247 -0.517769 0.057342
-0.687578 -1.605657 0.161583 -0.342910 -0.164325
-0.370524 -2.013541 0.155438 -0.133641 -0.288132
-0.023717 -2.360072 0.203299 0.066180 -0.287957
0.391895 -2.530843 0.210538 0.128967 -0.330479
0.576343 -3.094270 -0.114293 -0.167872 -0.405948
-0.480389 -4.062332 -0.991753 -0.724012 -0.061006
-3.158648 -3.521118 -1.555336 -0.859603 0.603102
-5.836122 -0.951347 -1.003238 -0.327918 0.210728
-7.040941 -0.261559 -0.298474 0.116273 -1.926096
-7.278866 -4.502057 0.085311 0.188288 -4.226287
-6.413683 -11.607730 0.840491 0.594396 -4.845809
-4.284480 -17.813529 1.129468 1.650276 -3.473167
-2.663007 -20.305771 0.425604 2.976699 -1.088763
-2.473542 -18.830963 -0.141436 3.851847 0.596481
-2.802887 -16.896235 -0.142800 3.610837 0.900215
-3.086968 -16.758958 -0.202377 2.479958 1.092766
-3.538271 -15.681435 -0.183247 1.411581 2.062741
-3.557943 -11.942766 0.194866 0.900203 2.601393
-3.013138 -8.604141 0.241491 0.758231 1.928446
-3.064195 -7.699378 -0.352132 0.659405 1.091227
-4.206306 -7.372956 -0.666330 0.648326 0.938335
-4.892188 -5.970054 0.124482 1.199238 0.836555
-3.407073 -5.205974 1.275943 2.381008 0.291240
-0.151564 -5.718281 1.954131 3.179734 0.052119
4.306277 -5.525954 2.570787 2.693249 0.116863
9.395873 -5.406975 2.252533 1.239693 -0.055682
11.218387 -6.582340 -0.842789 -0.675164 0.302541
5.728614 -5.728298 -4.358658 -2.451162 1.445623
-3.013474 -1.945285 -3.691057 -2.548651 1.501088
-6.704906 -0.302617 0.048397 -0.446682 -0.007748
-3.980422 -2.201482 2.236077 1.753052 -1.211117
0.158541 -4.273067 1.648876 2.190479 -1.429479
1.859781 -5.812799 0.128749 1.672718 -1.397218
1.226811 -7.780035 -0.606307 1.498810 -1.021397
0.000000 -8.825871 -0.630139 1.560794 -0.000000
0.000000 2.097643 0.076326 -0.702558 0.000000
0.083754 1.502530 -0.014043 -0.345588 -0.510776
-0.021937 0.199037 -0.062148 0.430649 -0.532299
-0.048606 -0.501974 0.046887 0.887643 0.009426
0.084564 0.329814 0.050239 0.533226 0.503907
0.040445 1.744900 -0.099487 -0.212827 0.263639
-0.233288 2.010499 -0.143720 -0.560091 -0.627765
-0.412769 0.674582 -0.021517 -0.277054 -1.581960
-0.350504 -1.749185 0.054643 0.411919 -2.209834
-0.338579 -4.736609 -0.061926 1.401079 -2.315804
-0.557286 -7.320501 -0.123667 2.464236 -1.877810
-0.670702 -8.719031 0.024132 3.096976 -1.312899
-0.446353 -9.395204 0.192901 3.270688 -1.082020
0.094059 -10.330785 0.348589 3.498630 -1.177744
0.940411 -11.911177 0.496665 4.034621 -1.189508
1.947248 -13.467296 0.478807 4.588764 -0.754991
2.741239 -13.750756 0.302425 4.705105 -0.079337
3.168789 -12.642129 0.141579 4.309108 0.046608
3.462351 -12.161182 0.201387 3.845566 -0.748352
4.024898 -14.004733 0.325284 3.539384 -1.628414
4.342551 -16.787259 -0.112038 3.078377 -1.644584
3.468633 -18.335275 -0.710132 2.523839 -1.077019
2.209878 -18.862166 -0.383886 2.276928 -0.642328
2.557665 -19.266528 0.783676 2.220669 -0.398442
4.992017 -19.437519 1.493883 1.744299 -0.231533
7.464271 -19.480448 0.789064 0.425060 -0.224264
7.643589 -19.955571 -0.578754 -1.291231 -0.211980
5.904837 -20.630456 -0.948583 -2.438296 0.209416
