# r2_raw  r3_raw  r4_raw  r5_raw  r6_raw
4158171650 -8186937337 -4367489980 -6421881385 1345521150
-3825864330 -9922784629 -2450390018 -4077479388 935971280
-2192736050 -10059336174 4097168527 2240403381 2930381385
8808044470 -2941417568 5721584469 6311496889 4484926669
15033873811 6214734845 -50893221 4237922134 1690346885
8406260644 5988387117 -6058015664 -1351997852 -4466299297
-5691574549 -5690276986 -7466567309 -5123296454 -8787714279
-17682733025 -19516788161 -3883360054 -3266673129 -8415933894
-18642243159 -27375434007 3099143909 2623612524 -5446968645
-8061898876 -30658892872 6428372292 6005003611 -2727194554
999228659 -32944121908 1826549102 4303398210 -1150779
-1123344940 -31973789650 -3171125781 1818535719 3704448740
-6670962607 -24568858054 -1521177186 2022623072 6999656008
-5489760799 -13480222712 2319279185 3758314537 7661490166
1089715423 -4781600851 4188704546 5659271328 5757895340
11344839718 -502306882 6299989244 7412647392 3267007839
23859620041 1936374070 5299279913 6900187416 868251135
26983946164 1667485265 -2976173123 2964753790 -2048346210
13445380459 -4529924322 -9311223907 -796945556 -3870939194
-2454941800 -11869760737 -5383903914 -396287789 -2192275187
-6422810754 -12238849750 809710248 3103768543 1475851845
-3154750730 -6219766236 1754565815 6187869306 3401604982
-1621087187 -521233406 -259281282 6297409315 2481637839
-4125558253 1394306515 -1984938069 3099567140 277841675
-8218557939 494429576 -1883730622 -269626902 -2059152496
-10487011241 -3477751279 -328516587 -572294177 -4157741452
-9764511328 -10464493118 1019544439 712892555 -4800923811
-6677175352 -16369492840 2038087901 704598644 -3505886677
-2621885578 -18909304290 1705719553 -821172401 -1513899131
-990246909 -18793067134 -695043 -2353419373 122715531
-1001497838 -17089455415 466036831 -2109418210 860096812
1423920470 -15503274176 1672307997 -945432881 778827138
3313417734 -14031477353 -175095195 -1597685648 23992741
675168844 -14137506005 -2157405807 -2936721343 -1673545878
-3438130831 -19063123524 -1605735955 -1956449402 -2613922457
-5228931828 -23963489712 -228398379 100004114 -631445862
-5155163058 -21397063539 -31338017 354953961 2083832866
-6996070956 -15296517146 -1981332890 -263213193 1953239888
-12113784559 -13599958199 -2547415780 1435932284 -421058105
-14429668328 -17527767310 439790078 5062424322 -1967627706
-11382753905 -23061970472 2121528939 7193076330 -407931084
-7205700240 -22627467707 2178858668 7518294551 3776171758
-1912765908 -13099747421 3247645656 7418426934 6606382620
4400292143 -2350491350 2596360416 6692941261 5220366890
7095157692 1046434261 79640871 5841728329 1687323489
6552085774 -2405127259 -35303877 5313041634 201739480
9461516218 -4331503424 3241927388 4867956668 2245165569
18986899920 1741466280 5789973233 4409905278 4532086798
29176675203 10365708649 3983689530 2282543012 3317975950
33312341958 11970772098 97407718 -2041975404 -93663714
28914206494 7079721461 -4756095446 -6555000835 -1504658685
15259062535 4278703099 -8159633308 -9359719098 -14443771
2066574549 7372674822 -3921220843 -9386477304 1183184859
0 10186865196 775887574 -8642159958 0
0 -18708052914 173755964 12629277644 0
2085736980 -19320120631 2549565863 12668020192 -2075756417
11027769658 -23106982025 6074114460 12480104538 -4291434859
22257069149 -31791971074 4133672068 10998741586 -4560337558
23914156748 -38502634145 -2596684950 7966418334 -930636401
14369845792 -34328354346 -6021776971 5177315397 3345743784
4745498163 -24231578978 -2949341030 4509247163 3013699313
4394367914 -23245875116 2446978868 6406604969 -844548763
12885294198 -32679846085 5708205615 9248149113 -449338667
24542343130 -32512877119 5704190964 8900538004 5616746660
31913661934 -16575323677 815676975 2280461033 8376290400
23695695129 -6063444029 -9509605068 -7717744047 4749522993
-3280454595 -7405007321 -16062747578 -13997961960 2128469936
-31077464915 -6244384119 -10231300635 -12319507287 2505001199
-41085426642 -2499194777 -369896661 -5649350026 2228305669
-37035738929 -1009257288 3585984668 184532431 1652484883
-28642628683 993063950 5021382850 3661448036 1182247703
-17243170184 1351406731 6309682749 6066601859 313140698
-5340784612 -1149387573 5256943869 7119672236 1071229210
2910258665 1458984149 2934275411 6250262750 3492381436
6690457112 10009876880 1060269803 4449816587 3329172684
8498538210 12675690988 1133265859 2993764885 18540445
11637973739 7131887673 1703463245 1339317694 -1269587639
12160015222 5105183574 -1895863547 -1165651048 747220854
3440477823 10439864254 -6312434692 -2304104086 1560287701
-8359867688 14211112223 -4513956491 -773819082 -1382952823
-12065750469 8533062380 717499372 682233492 -4909378827
-7892239701 -1530661652 2766869506 45094513 -4706153069
-3572655173 -5630960646 1347507550 -990170075 -1721197038
-2154001667 -3367081118 502356771 -369592685 85143750
247572096 -2061439627 2220294810 1450563363 -286588778
6436858649 -4439457011 3566553861 2107909606 -245482815
11302717503 -5155562387 616195039 139748311 1550232557
8018358198 66363237 -3455693707 -2529490609 2694933716
1772743996 6817562267 -1849858674 -2832055976 27858591
2678351162 5134425882 2589101343 -1400041963 -5746294081
8605008080 -9098301516 2438639953 -381522591 -9185544440
8851311046 -25349277644 -2543863592 -510736489 -5535686328
-1086008285 -27929469838 -6847542961 -2061829358 2684189646
-13738838738 -14958191817 -4726887223 -2734843639 7947758762
-16168973045 480049224 2344263358 7152254 5922897877
-7323245754 4212791030 5573481614 2665424243 -308612807
2252379812 -3947016092 3695008374 1248296084 -4045599929
6949910138 -12096953622 1274811042 -2508512538 -2941770869
8082163271 -13813468571 22583134 -4722485480 86959582
6954776523 -11548529146 -1372163332 -4443918715 2701567460
1526221527 -6574197389 -4267021143 -3076232815 4474966479
-9045310569 -260729944 -5695606820 -1415905825 4861488181
-17691135507 5100678119 -2479739478 156529068 4256521829
-18745801440 10391402481 1031778825 951353736 2724816025
-15304427041 13811935205 2234327198 1520043614 -774988539
-9919520803 8884643168 3367775288 1873866778 -4715184788
-1952492225 -2233966887 4466320728 1261382824 -4704040845
5850476734 -7126664659 2801663478 391947806 -618794889
8217878368 -2950037852 -188121818 574936256 2730862460
7307836326 2125505962 -157877774 1453361036 3706883076
8273997314 6115333402 750161975 1222723118 4133901263
7376121293 12270204154 -2193144464 -187496137 3744624084
-163705655 16927838020 -4728849288 13831405 1188541112
-7972358247 15763498231 -2578335727 2335228649 -1933026567
-10092253547 11222308984 154399963 3250996527 -3876550354
-8577240103 5388733962 1237572795 2064003390 -4494615083
-5500746780 13104872 1831398349 1512737169 -3840355571
-1870985719 -3279050745 1730716505 1342272463 -2710500427
1301784867 -5439103974 1503000345 45592121 -1624523895
4494604516 -6425050881 1745088815 -1259634619 -518639967
8033619052 -6126588625 1716624451 -1953463986 354734222
11018873795 -6011198163 1218196696 -2732332433 1279330315
12957732218 -5417849534 841525207 -3180271791 3246144434
14717366703 -575935445 987048583 -2862933252 6053798031
16246434741 10368996341 267134012 -2856594286 6951909304
14434162722 21049180414 -2252281185 -3986113274 3358370008
8110976077 21575702917 -3567125066 -5057023079 -2944620955
2555681368 10972247492 -1645270752 -4843928521 -6809868632
888348494 -1094856243 -587398504 -4702766143 -5428396827
-2591293856 -5431779170 -3257672905 -5612060747 -966041006
-11055006660 -1263479573 -4476254590 -5613237873 2374092728
-16430453071 4469861631 -302904984 -4174071257 2593898437
-12135897751 5969269532 4094581502 -3748685271 1698275894
-3117818694 6002059186 4512240281 -4747508617 2150413914
4268014527 9709851625 2801047947 -5248741949 3069410203
7179017442 15460299488 -4560277 -5051930972 1951866167
4441220457 16665957114 -2510568813 -4829893066 -1088111893
-471556518 11720682465 -1919379339 -3921609481 -3104578406
-1660157162 6443039894 777511875 -1857583912 -2701008027
1529785098 4406520247 2057256682 244001670 -1368871983
4859433597 4325092861 1101817291 1358510271 -471712158
5151922678 5267765155 -826909582 1372264920 -477568746
1897424231 5547944980 -2227282711 500997199 -1719782480
-2835294895 3024363977 -2374105094 -740783986 -3627792119
-7354247833 -2533735292 -2212809483 -1554186173 -5110385057
-12141336815 -10163354014 -2683449431 -1492134388 -5005672472
-17559066125 -16212963926 -2453678105 -399967379 -2775072011
-20011112540 -17375199965 358174103 2109005791 346240457
-15773777763 -14322914949 3675504736 5118070407 2740391019
-7100566561 -9208370394 4650723556 6331675883 3675818384
1384402829 -4152471312 3793907807 4914981147 3092935467
7855754184 -944195606 2757163121 3054744843 1395675795
11909866614 -464244396 1118984965 2854823287 -782135914
11344524282 -2669521419 -1821975286 3321309261 -2819507233
5236860653 -7193513127 -3980742299 2629368010 -4340955141
-2229250976 -13959225477 -3116797956 1253242384 -4550628600
-5632682103 -20077020731 -104216815 981596100 -2557100080
-2424711990 -20677705784 3257630184 2125587102 487662119
5248024123 -16615513249 3808868198 2719070484 1951544129
9564829534 -14214714095 81707365 1772912097 1760464594
6307838634 -14527305069 -2653790589 1387148716 2519639222
3373572220 -11897948133 557927554 3263143018 5044527009
9234995237 -2896170874 4784079164 5235500183 6786006017
17088010472 8341802153 1840026789 4446493894 4766132556
12771514299 13065433703 -6137016544 1783304100 -1010739624
-3879764795 5710471086 -9366766417 410806143 -6577444358
-19225574020 -8253005324 -5415244765 2058618872 -7370954365
-24121093149 -16260296937 360946649 5755723498 -3809587783
-19101575140 -14784571531 4393084064 8814609473 -1145622427
-8906487309 -14018629584 5359802670 9573755982 -1574976498
-429874867 -19227743241 2803365461 8829034754 -1125448044
2361236301 -21592414581 426675933 8254364565 2778672367
3742723323 -14245646511 1283018047 7836260383 6958474303
7635621216 -2428888030 2260957487 6557036641 7893032653
11948500100 7186045786 2241855649 5389416947 5866984109
17675412098 13034004416 3742824092 5083034243 2015356685
24786123954 13048065747 2426866565 3269556599 -2991929501
22904527662 4483534164 -4781007385 -782078155 -6826658628
8829054644 -8308546444 -7824930766 -3391019427 -6249842380
-1414131925 -14816513139 -1625270218 -2840113719 -1673042093
981581752 -11142146092 2887040636 -2095572625 2510857209
4569671045 -3390929895 -75191 -3141989200 2944269842
58580928 -9328286 -4100794338 -5197577700 334533300
-9285227257 -3166266604 -4652651072 -6749241596 -1822436255
-16443644269 -6724549486 -2432264854 -6126025116 -1970935698
-18932906841 -7561365790 -218537276 -3295967233 -2051295103
-17946976678 -9837515185 1231270096 -379887004 -2926009395
-13987976582 -14330390650 2780218740 1197472200 -3155616120
-7620950388 -18294324489 3310967114 1738880505 -2192824530
-2273063826 -20146124085 1917559235 1470429197 -424278482
453617955 -18408075912 1116588231 1131808172 1022291140
2642038423 -15245001217 935203815 1348296998 758542779
2791021652 -15047374180 -1076086066 739471753 -604421413
-1352415577 -17652298218 -2733398414 -310145254 -1205116208
-5692416439 -19982388058 -1129507773 1096119503 -345245735
-5219700862 -19779248691 1451547450 3843358763 1301781939
-2049318941 -16862665168 1139085184 4085930222 2580930378
-3058581373 -13453712249 -2360723117 2424513606 3169793892
-10108787509 -9547973795 -3993561233 2974828175 3413821648
-14998626529 -5317855361 -313858588 7055042686 2810354581
-10669588341 -4146369230 4316912974 11204328459 2148191315
-535592996 -3425196720 5285963682 11159108729 3120743443
7814611747 1737364692 2798862752 7146117601 4385582640
9850859687 8545082902 -729186141 4029031216 3685989000
6536326450 11948770977 -2113454703 4701892783 1301191644
4745587612 10259613944 965708712 6796389857 -573852528
11756348930 7884735027 5845559799 6969622565 -500927376
24375028237 9714953830 5756530581 3914689962 -630995462
30731305633 10238908465 505301843 -1212144711 -3186985509
27952314528 3523972190 -2651791643 -5084144083 -5902161336
21775537126 -6475462848 -3665768342 -6255047783 -5696853398
12874493173 -12555189968 -5133258215 -6985227516 -2727249959
3752627652 -11391780546 -3346880692 -8437876087 -98199260
0 -8981671662 -921060786 -9233824982 0
0 11287424822 -1188458498 16361251914 0
-983946832 10390053977 676254919 16217597266 -2522008115
3931793917 6407350099 4163113172 16483826058 -5320217687
13528011808 -3076827330 4868267694 17168768443 -6823376028
20140879998 -13482402477 1339717139 16391713488 -4572787809
18375610322 -15409137560 -2901165817 13200257393 -290448900
11126819949 -9674879168 -3765769620 9716439123 1299160369
7250414849 -6883341740 642119003 9510613955 -836123843
15011448772 -11311879067 6842428714 11415645427 -2687891909
29266069826 -15058895064 6089843755 8171922089 -2435139479
32801903046 -15725412090 -3221392352 -879265651 -2902059904
17012735531 -22109578496 -11701883216 -6986311827 -3310602894
-7982966597 -29838423433 -12225794939 -6759079650 1091939613
-27185791008 -23687777444 -6605460088 -3618645878 8013843680
-33597356048 -7413306325 -74490515 1496637805 10706923540
-29922333387 5791469229 3271635196 6738153690 8900813525
-22186883078 13829576744 4468793871 9244869838 5610099884
-12354598798 17065328643 5474585076 9769933831 2157959013
-963718962 15374576871 5749606973 9351734199 188224800
8536460675 14317905182 3156815724 6467480115 240846484
10054040536 16654087280 -1544580222 2224895543 -195914998
6014326000 16795677089 -1281170730 1350463521 -2599642670
8196098278 10454356232 3327610067 2510898082 -4516468202
14099605504 2521918534 1078770986 -382225461 -3226239739
8169594416 1369516280 -7009955639 -5695581906 -223344177
-9305589330 5893613046 -9015169331 -7038283460 325672637
-21316692404 5986664168 -2206325845 -3049392091 -1715221862
-18060295588 191846784 4659321595 1863264898 -2179598741
-7801257452 -2768943425 4653010380 3741988105 104199272
-2043676814 891219478 1311427628 3935687109 2047658408
-117358706 5975524114 1397578053 5493668771 1160522885
5371665701 5906259843 3983374934 7185085683 -1340916057
12641477507 718430824 2349179944 5263394069 -2275982934
11889527399 -2246096285 -3101145169 603256865 -824555126
3041582752 977193865 -4861349771 -2058267852 -473354562
-3910104291 1913943525 -1729385935 -993598280 -3477831527
-3881207321 -6925285335 1399233646 2474533977 -6053536790
-589277403 -18546254093 1443740218 6140194023 -3662637451
115815923 -21166039342 -732607635 7351742573 2708800344
-2619138458 -10683436628 -1655254715 5943727297 7828144818
-5326576647 5604826674 -1066466677 4227429608 6580046302
-6950417855 11953868470 -506541502 3982867407 -325040770
-6138603657 2950395120 1575693504 4636051154 -5890997096
-582111494 -9586735420 3830764615 4559947625 -5589663104
7291427546 -14817254255 3766330339 3809875097 -1793029349
12792871752 -13466914453 1451385921 2861195614 1820897216
11393332095 -8762619909 -3101343434 1323654137 4182848817
1537292822 -2211966923 -6017529469 -61927806 5003682672
-8581533804 3855969881 -3592009252 -980143281 4374873872
-12916190717 8415445831 -1349752380 -2508099915 2873592519
-16084958890 11504013065 -1952122017 -3449254680 347754952
-18518127799 9164967391 408142852 -1444267608 -2594175637
-11924216685 1714814023 6225437846 2658856056 -2823801717
2686972645 -1380878930 7175285592 5456830092 45478271
12535504979 2735330468 2595523185 5519180412 2134474583
14825561425 6620268385 477188813 3651664010 1827030966
16006116191 6873904365 464041050 232773479 1392034660
13685255627 7733173549 -3462069994 -3600523898 2185818562
2459734688 11885106970 -7117072617 -4549645990 2616687670
-10616016859 16282751175 -5333034304 -1921962812 1046738956
-17574744587 15899016341 -1731594197 939282387 -1730761908
-17816509901 10898429083 1427136077 3050804850 -3232345922
-12923187495 7005224986 3162757930 5171834428 -3195547283
-6908170890 4447384898 2766308828 6067097608 -3452205965
-1649223773 -20256372 2674669189 5192731084 -3684066472
4094611196 -4068821391 3000261135 3623944093 -3051804370
9701890807 -6486046788 2529348292 1792398669 -2364599794
14524788753 -9474716099 2427852505 -256705037 -1468360863
19719726813 -11505745463 2863594215 -2316696288 720303877
24983306931 -8724383141 2094409402 -4862319737 3465430962
25669327451 -1286613767 -1913477833 -8421668542 4348314138
16347496428 5304430304 -7246007875 -11140653153 2158616457
462226612 5920054619 -7601365215 -9833436829 -1603924039
-9456901339 380710508 -1851168510 -5065623197 -4405712501
-7989651816 -8063058217 2525853770 -1527878544 -4398495219
-3966760468 -13519278115 792291479 -1406211569 -1397133256
-6080280569 -11102306239 -2553514902 -2913465663 1832378701
-10926626472 -5422170523 -1536243085 -4435835510 2215447457
-9918099304 -4391892196 2587318869 -5352633985 1193085221
-1921623173 -5294787611 5009820014 -5230542170 1885044942
7158763917 -1596053466 3525530505 -4818723484 3247904908
9664609603 4058624763 -1238855259 -5338497401 2683942238
3444933603 5778309081 -4287011042 -5367271169 913662586
-3049492869 4721442927 -1512022490 -2776293052 91111958
-1560904403 4751041458 2669829621 202379811 -41591205
4466819940 4678900939 2715111874 4156590 -439479792
7069009901 3561517824 -171632865 -2123169241 -553593753
3833222672 3687323058 -2870362719 -2832075361 -591330782
-3094345579 3928178279 -3776815475 -1784261822 -1638192169
-10070973747 1020329890 -3140332090 -831479493 -3120485518
-15487129333 -4311547322 -2298053342 -43504253 -3410392002
-19062319219 -9130345150 -1214033165 2107322683 -1893951163
-19928811734 -10623182928 445820755 4990556086 1039571996
-16925168190 -6742385629 2626025569 7280373590 3883723799
-9964674153 819336412 4124718641 8829515287 4659341157
-1794603642 6884535769 3859171485 8818369598 2931738253
4839252347 7969366797 2854274377 6718453971 521374777
9620695375 6385628579 1927328731 4227369901 -811567807
11574542049 5444384993 -250407574 3090429363 -1626591597
7660884409 3923656989 -3735902459 3067321430 -3030054784
-1765711552 -755706816 -5147382727 3426544675 -4484681251
-9543643235 -8101639103 -2128767653 4252823129 -4256633105
-9193992436 -13412098992 2368503523 5357055552 -1555516256
-1922046648 -12068349303 4442552847 5995169295 1689938619
5815322008 -7019145525 2887235395 6138369030 2960554204
8763532389 -4090833276 222188741 7402873354 3017630874
9078966492 -1710441363 756605791 10312877970 3803352285
13980914144 3926379620 4317865272 11484149999 4463453942
23779378225 10505570857 4591429693 7524826678 3145926617
26704033349 13378764272 -2639941877 367711393 57428864
12050500059 10733423703 -11421789174 -4506948362 -3094546132
-12139898376 3644613869 -11155879533 -3512194527 -4351374645
-26303069002 -3023566951 -2679655289 1565653829 -2690013619
-24677455272 -3583132989 3319068825 5286319256 161776046
-17391063815 642488437 3560312613 5483307013 940272679
-10922148383 1705018726 3249592916 5398476412 -506431155
-3744986145 -2417481607 3955953449 7085579374 -623809599
4391401962 -3638743773 4078752928 8535837754 1939401986
12091244986 1941852623 3538644255 7243557599 4043008871
17776968683 8292237806 1976653912 3356488800 3724404600
19594493920 12613427995 39465224 -518775677 2004571497
19080843514 15759285423 -331886805 -2702827683 -1487898574
17527784962 12189848683 -1770140335 -4160981902 -6836723703
10148719631 -2107534023 -5668446446 -5501204424 -10004069372
-1477309422 -17381491170 -4709159256 -5147723150 -7402177651
-4294720602 -21856139148 2124006662 -3510437733 -1996505521
3252956086 -17808364653 4072024194 -3613770030 1058643058
6289223789 -13665518587 -1551353679 -5762121401 680194485
-1963506903 -14170378785 -5807750149 -7304249818 -979231478
-12425049253 -18211229492 -3943837806 -6844063019 -1010268428
-16694312689 -19106062603 -762071187 -5473591722 811566478
-17769246992 -15476621055 -707925572 -4413386611 1791051153
-19572719704 -12970800505 -674528222 -2768828005 1174700260
-18522389056 -12599562681 1998803096 356665606 495256094
-12033504477 -12580473996 4149202605 3559306587 106799048
-4011952907 -13337888735 3595382455 4868629085 180432305
1460630513 -12727964088 1899145852 4273764229 749788441
3256199744 -10352867242 -162577051 3417489496 377181428
1092568154 -10993662536 -1831708011 3280799516 -812230213
-2423475629 -14419043483 -1379340902 3666334234 -457841939
-3438402187 -14445283357 384064182 4494237686 1557419065
-1471459279 -10288982182 1436754648 5365942228 2797414358
1194941405 -6942603390 1040880090 5370828038 2727903323
1496005586 -6089213185 -918405300 4516152456 3440567094
-2347842997 -2131632991 -2704802428 3989818614 5701192500
-6930420441 7882889881 -1348046387 5410037450 6509411831
-5759498652 16397246153 2639910801 8231807169 3887429845
2335382080 16974046037 4992734771 8231198082 520254815
10986020270 13189082164 3163989991 3907803616 -224094956
13264232238 12784293272 -993306352 123492798 1323270344
8184472154 17245334269 -3570291825 186756890 1839891326
2947983085 20079515298 -834845136 2208565661 134859117
6866284567 19212940087 4511699692 3565609008 -2184969818
16842301749 16842440295 4387368061 2929464684 -5062664741
20917747369 9425756382 -206803758 620739818 -8471828825
18104387941 -3672826896 -2025720685 -1931708018 -9848910707
13779930699 -15978340934 -2536636439 -3505139666 -7949845550
7457077940 -22937841208 -3669495495 -3816691480 -4203745352
1311804613 -23314210711 -1926545271 -3533092690 -1052831836
0 -21826794014 157341084 -3368396080 0
0 37169016820 -3843793476 7455999074 0
-5931698736 37034020275 -1540031975 8560836004 -1422541113
-4866275295 35599312180 2467715175 11064938386 -3653434651
2238635430 29509951481 4281802846 13793437363 -5978508766
9943911006 19983555621 3108293366 15703897527 -6119842539
13210637643 13680716034 34508765 15168867281 -4114851004
10554740561 12338962364 -2426218841 12204448423 -2539978847
6570576700 12665313041 -757291078 10178938954 -3209197999
9623989451 10048716573 3753466496 10203694202 -6261912264
17781492044 49797074 3238209730 7838496951 -9383318322
17681494050 -14771282652 -3706105068 3443070873 -9094817909
5311621403 -26592777744 -7496323979 3805523608 -4145087759
-6902803064 -28794937354 -4116777782 8083237334 3973276993
-11113539111 -17789763522 -684484897 9044098677 11738360052
-12051819703 2653451682 -517367643 7611923454 15025309667
-13335359755 22137656220 -523920545 8377754637 12755248979
-13004415999 34225974287 1043783102 10088171144 7355394658
-8944999070 37928014515 3031879962 10420267418 1456723028
-1455317286 34416462372 4326394722 9339257080 -3009489403
5994411469 26761350435 2481330255 6022149496 -4722111890
6081655601 20388827116 -2515574388 1986779421 -3682351107
-873558089 20059810639 -3224988586 2341595634 -2864888723
-2107539348 19354688246 2381133620 6600604525 -5248689051
5507508013 8955833631 3887641330 7590619769 -7521301311
7201153568 -3479841814 -2964159068 2689726086 -4870328279
-5051580213 -5345179653 -8120111187 -1928807532 486338042
-17676391949 1504669285 -3113315410 62881738 3218233984
-14982300886 6880539388 5248666889 4988908138 2458598772
-2284823323 7019437524 6155876759 5418746670 1576126855
5145999566 7900905034 1140793132 2244251259 2326646440
3942595158 13507294644 -1516825371 935564579 2071036511
2340996215 16825753447 264478948 2284088594 -1331636631
4512994470 10309446694 1366768411 2985802127 -4600257752
5222009731 1061319118 -1019728956 1918972727 -3607982029
531208077 392780134 -3266845616 1193686815 -960258992
-5069005895 3187142982 -1772003339 2148523248 -1219440880
-5072761572 -270134651 1676550514 3887010789 -2608677087
-28068576 -6446281237 2922263069 5214254718 -1176723331
4579023874 -6846097327 1639697926 5668776373 2755935383
6028978494 1091783234 -275634526 4365567040 5575039617
2335954959 11579137151 -3721576116 775156157 4176194331
-7829288228 14944361119 -5796365607 -1504020122 -441892805
-15640460865 9071068722 -1100290173 831579503 -4012662836
-10802031271 1020815490 5541566984 4957691674 -4058347915
2316325259 -2843749628 6779745353 6769753818 -2091470491
12803578691 -3360232648 3387656700 5937623735 -281086248
14223932985 -2654871800 -2110781933 3985516746 1185561892
5583706458 234143473 -5833777785 2329770379 2135332174
-4873487286 3635883368 -4016552348 1164292048 1801622304
-9893058362 4556452281 -1560143232 -401882760 1064767312
-13643405379 4787681479 -2507660623 -2128897579 1035264497
-17757474306 5612881314 -534246471 -1489781995 1435248029
-12162790246 7063308020 6314474856 2290413877 2208452162
3419205706 10998758668 7814930824 5697240143 2621956262
13702833701 15837803013 2247095025 6221081967 1012630235
14604392778 15578728446 -336317644 4431625015 -2282641750
15187198943 8394214808 938915054 1086013536 -3987772827
15550077820 1145291546 -1411558819 -2701389149 -1827030677
8044415197 1838677427 -5935476859 -5059293589 2064181285
-5698553710 8751316380 -7202023232 -5313466284 3694425373
-17721701163 13584873056 -4302828954 -3213965394 2734226010
-20984513720 15357768528 1017150311 1090096117 1548924348
-16104364119 17403006215 3063277294 4457570905 49480595
-11550804857 16790749183 1545001096 5193072618 -2494406461
-8351937875 11573279652 2103567987 5313507616 -4481301040
-2745217438 5674549147 3236933507 5300199900 -5098350271
3393282073 392622746 2824680288 4657682450 -5335482734
9605212789 -5643152704 3733655766 4074382082 -5317802679
18593905483 -11642054008 5183812881 2619700493 -4452357381
27883548362 -16024950256 3508847025 -1525605543 -2793683390
29513246694 -18187741746 -2313958063 -7204305261 -676591910
18394667174 -17527191034 -8444550377 -10440390695 1599069573
87645751 -13076534470 -8889168415 -8523572264 2985070417
-12522078215 -7596266628 -3221941070 -3149119312 2000108406
-12820473806 -7152645241 2449955017 1654612790 -247395363
-6720414604 -10410190991 2816494212 3643276120 -860636163
-4791259575 -11054165983 -1048426147 2292157936 -145253188
-8911588305 -10332659598 -2194133092 -752672757 -12415643
-9337847669 -11602155302 2322770593 -1862214494 370035612
11389506 -11059999047 6440079556 -641633254 1954068630
11778342945 -6529279901 4411298591 -429893573 2761508695
14560426929 -3452253584 -1682543439 -2443386061 2061253953
7372872667 -3152455913 -4605109041 -3753733130 2042637061
584471231 304137923 -1678102191 -2075065717 2603135576
1034394943 5526852722 1748599299 -59830024 865589168
5018324128 3657008406 1821942770 -1288994137 -2167860379
6553924998 -3275669314 -414629505 -4440204349 -2264832439
2756841155 -4806237847 -3336046979 -5335302671 124781634
-5493442110 -818085696 -4521530895 -2977505452 900594401
-13208921673 107797390 -2956156462 -362765576 -371345590
-16893447306 -3101146941 -833861185 886720398 -491916937
-16977538867 -4396397301 705692993 2096797930 1464551633
-14271739739 -1506894581 2047414283 3353206887 4009728602
-9179977120 5221912353 2948911894 3781697222 5778833658
-3664060799 14316460293 2293479991 3706820158 5240842650
-545808135 20165683657 952499079 3518510096 2037323728
1529273347 18814570928 1519751338 3361220292 -1384224338
5870238339 14223275882 2616400362 3082923649 -2775550907
9326797181 10971786303 213194352 2093630794 -2942592003
4899529744 8038228555 -4676523153 777849790 -3159383475
-6711662963 4000645361 -6066977446 949946925 -3040519325
-14550453389 199299207 -1082642619 3501922176 -1894804261
-10085260028 -1317564274 5171260333 6176711500 137572549
2327701455 384247406 6413696726 5919199642 2164703954
12022417183 3690603902 3047684571 3815106300 3689703061
14815385961 8576453281 133349851 3909566747 4989700415
14878355034 16941616043 350461075 6268819937 4704036433
17410453196 24003497596 2250975133 6487672256 851687150
22218578395 21537410827 2002715174 2454796991 -4805337268
21424660598 9893964635 -3576356038 -3455270713 -7846378163
6925957328 -2410286318 -10448014764 -7351416287 -6169791488
-14290991973 -7626661841 -9304195393 -6505328488 -1632714945
-25023163103 -4603391016 -1235335259 -2395813926 2179466431
-21697503098 1472213640 3527554112 347247374 3259186007
-14986553862 5699447981 2905865710 308511671 2290109258
-9684949026 6800398784 2917511108 231400508 944459723
-2166886615 6066043905 4598145277 1302315415 528325623
7282392693 7016938046 4453403366 1503659038 767181639
14312566644 9251828928 2551980429 -591324681 -141697194
17623067371 7923959270 867345831 -3975962359 -1886548744
17530172009 4700927222 -1007872463 -7096052326 -2771491616
13456288608 3439636343 -3072043024 -8990293355 -4186309244
5421570856 -1639203292 -5018361062 -9073945834 -7300216693
-5444982456 -14938856109 -5425469256 -6900062563 -8364184952
-12679040776 -25815040722 -1039112578 -2977705515 -4669188484
-8547376348 -25581342928 4823431553 4968478 -370303814
1638270854 -21478628223 4170280904 194866223 634418283
3869656418 -20561539805 -2119037260 -741738171 -306221779
-4410119988 -22351618712 -5081605299 -460401974 -973428660
-11667445801 -24743161753 -1640982462 598942028 -360152333
-11502634086 -24848241183 1022051182 20996879 1241489393
-10952693461 -22454710523 -805391609 -2026957011 2822656737
-13841440937 -18730265004 -1440605956 -2356211174 4194009663
-14285483491 -12537760593 1184975322 5503368 4901801055
-9773523137 -5983415840 3012353593 2893674710 3799363404
-3637663639 -3551452412 3006462021 4546964828 1852761365
1384420669 -3572887122 1852228568 4553465244 882850166
2597267666 -2888393769 -783903594 3907932630 498760505
-587809526 -2859948183 -1857280026 4722548100 68821018
-2073047180 -3872471611 683057658 6554910812 306516344
1429786040 -3281136121 2299313159 6271491836 1267616878
4908842637 -676293243 1001855112 3858569575 1784553230
5813510299 1247247545 232554315 2296388021 1599641205
6598269103 937326741 561317437 1826667440 2216987353
7034455568 2823366504 -434301788 303906520 4758203192
4341297156 12173743054 -2201644124 -1680083672 6581913547
-94680793 23322505879 -1775897419 -1865606121 3973630730
-734594865 24487535435 1446455648 -1173636987 -1415385158
5298520673 15463457373 4229715477 -1718226296 -3708000595
12614505345 9280206648 2202245468 -3421937388 -1194556074
11579972362 12119677322 -3078328251 -5118384378 1529410681
