# r2_raw  r3_raw  r4_raw  r5_raw  r6_raw
8004122052 0 1259199298 5724102980 0
10094668364 0 2096051162 378356348 0
18920908054 0 6609919072 -5757620468 0
31591028238 0 4394549486 -14162270412 0
28294303170 0 -8714854290 -24229784930 0
0 0 -17472742376 -29199955708 0
0 3434289040 696896082 382964390 0
760689896 2305173028 -132832711 190901084 -773846744
625179523 1740544812 543719992 342084466 -1154865420
4862211647 2226877710 3765217526 815342257 -2893939860
13803636504 -1610674950 4640623129 25620229 -6188931168
21638085310 -11056590771 3133094943 -2481472702 -8879005977
26911590471 -22660336823 2363544313 -6006676234 -9682665306
31655352747 -33189274512 2547974540 -9580683374 -8946908924
37397071755 -41095296360 3226567330 -12599017976 -7957100848
42405139293 -48575411168 1019119433 -15994012221 -7478686577
37976960449 -57211894964 -5724755592 -20123614609 -6314345343
22345611167 -63335294350 -8778955250 -22925150150 -3787341808
8955802024 -65517442095 -3794042041 -23543518796 -1041007671
8267387775 -65373554025 2773998128 -23130389290 1637197667
16479457686 -61639727292 4655055772 -22321097238 4217242703
22553493563 -54608252570 906666680 -21786000648 5427736600
18570545149 -49383863170 -4660432875 -22258957318 5541612039
6780160770 -46382767801 -6395978702 -22200044023 7398181391
-3988531664 -37475243740 -4117109519 -18487931148 11321910698
-9477250913 -19941766324 -1547643356 -10968302236 13040038859
-11159422534 -3510825002 -282879475 -4033900899 10019315558
-10994072897 4089669526 547058329 -990889855 4929528520
-8417555886 5084029453 2256836336 -613673794 833778847
-1770013121 3240273562 4346634529 -1191760617 -1933683358
7209951314 -879602348 4224585297 -2873383073 -3698170377
12825403345 -6221337637 1149078283 -5217437683 -4278716826
11751051476 -10989927054 -1905874124 -7235945671 -4024721815
7037627175 -15401872830 -2435191650 -9288422042 -3291163725
2815913281 -18886188258 -1853552357 -11205150949 -1750870956
-1288972162 -19140398557 -2461261090 -11485674990 18825978
-7307941070 -17256708882 -3396607574 -10303168718 773707102
-13599795284 -16324953839 -2579528135 -9228275137 759976057
-16763147373 -16284617331 -547482668 -8649490970 1153919689
-16229095032 -14973747974 958580861 -7766532544 2152057629
-13626116632 -11812747629 1598213853 -6138951296 3003631877
-10141532381 -8086152648 1936294091 -4274145013 3311956280
-5899242400 -4584956409 2352135410 -2703976703 3331968786
-937079087 -705127090 2566133257 -1197682554 3059595995
3744853430 3278416542 2063381818 317616631 1831442767
6827491555 4846480495 1010292194 916410639 -540442146
7395537360 2033484585 -511716149 -270788897 -2857776889
4641488090 -3462575846 -2175435437 -2542939216 -3660624537
-60613686 -8023664590 -2162193803 -4207709272 -2906711297
-2335282819 -10173458141 97215478 -4567244353 -1738579875
113620725 -10985931701 2148231748 -4288200498 -924169994
4746336126 -11326629472 2267979322 -4045350254 -450819997
8342873570 -11208580648 1345340176 -4008059901 -312351115
10466993755 -11169202757 957991323 -4275266625 -634052094
13015772249 -11886737142 1771824518 -4859141955 -1260941206
17660333823 -13146207100 2841481832 -5640088024 -2115464902
22918559973 -15376257209 2087413186 -6881458632 -3426681967
23752783055 -20234877689 -1554017279 -8993290848 -4723478769
16283768421 -27214000625 -5677214255 -11368257482 -4675217229
3479946612 -32691368930 -6567792414 -12634312015 -2825399673
-7349252058 -34056145844 -3956659471 -12260638361 -332344964
-11560222704 -32045254376 -250386175 -10894396401 1375205127
-9418878011 -29289621481 2137577889 -9569102515 1910548821
-5403814424 -27608448890 1495761146 -8919415104 2102130788
-5173789261 -26018937635 -1328265132 -8592876284 2902318504
-9863302682 -22156107884 -2947627076 -7683339935 4006871267
-14571274877 -15998214207 -1360117758 -6073693422 3978794752
-14260339796 -11238846257 1644944335 -5110631218 2212678497
-9061413445 -11019232294 3354926010 -5902126446 52248733
-2828990761 -13983984972 2625172505 -7714861308 -447452765
-935193380 -14729563459 -1180185671 -8053361101 869817795
-8700841803 -9983759071 -6485065407 -5199254195 1020927240
-23662323905 -7035803029 -7418811863 -2409332531 -2440889150
-33888376815 -14708780745 -2415858645 -4364679446 -6141550917
-35252395653 -27501844624 -16971672 -9236291591 -5028100583
-37742118091 -34220733156 -2671669124 -11756997072 1318785977
-42423725158 -27595569482 -603497911 -8663628898 9353503224
-35731073074 -7828927118 7477166474 -873301687 13155941952
-16455622574 11867296362 10478420467 6531814796 9345659607
-235905050 18427825202 4983890335 9467431846 1372662567
3564555454 13044313271 -395368844 7742967183 -5327990247
2924529711 2714764408 664270973 2897753619 -9147281735
8274496966 -8987671244 4656482368 -2486671050 -11051096936
18224189371 -22922069875 4094108371 -7153759160 -11434817703
18169770295 -38816419528 -5040106936 -11685422656 -8059595165
0 -46693561576 -11559011554 -13955935826 0
0 744297340 -582346272 -2800373480 0
-1216817203 149803512 -633997000 -2157021541 -187360558
-2169542057 806886983 -185296753 -1220210760 -325247359
-1634133102 2402477813 681860946 -741730988 -2196320776
-51216424 -620204177 793609831 499196182 -5853968097
1721898404 -9538747728 1145560842 3055252024 -9286987391
5460382107 -21909866650 2715682454 5490519772 -11190137804
12337282640 -34608813234 4083478265 6749927529 -11522375578
20804951962 -45514211447 4262883449 6785963597 -11596400713
27288619095 -57894752271 1686164478 5485589445 -11994234461
25267375774 -73015249896 -3879684043 3382975274 -10378770120
14305117883 -83184657140 -6182431556 2256338415 -5920277378
6184960292 -85012522784 -1026351759 3219841669 -1571876263
11783690200 -82937936312 6368495625 4772635498 779566610
27091141302 -80000118750 7730003748 3513060923 1371017640
36892934132 -78740351497 1454319905 -1937050128 1033105151
33172705921 -81037518634 -4257341690 -7952702334 2205906774
25355255261 -81280094832 -2621797353 -10825975195 7451376117
23425297632 -69284780929 15229999 -11961963241 14850724096
21293339581 -44345833367 -2794724863 -13106292476 18144786252
11882195255 -20721835587 -6108169929 -13626051569 14173553977
43408909 -9957227848 -5128675522 -13696773664 7046061434
-6715427690 -8441215559 -1528248090 -13549766172 1414329604
-6276518736 -10341432553 1819258121 -13070002358 -2556689760
-1169353996 -16070987339 2976086526 -12851670288 -5410426855
3301641459 -24170916734 1177759869 -12995692653 -6472534923
2907731641 -31261198990 -1342829248 -13133956565 -6310056419
-216467847 -38525465427 -1291047831 -13680636826 -5513056633
-1343098636 -45238435308 23183405 -14596964932 -2941948599
-2080707397 -46031272073 -1212653184 -14694620317 743200315
-6938044289 -41442017427 -3400095108 -13345738773 2945171028
-13413322627 -37071779902 -2531758941 -11242309889 3296699954
-15640193556 -34595463769 308059807 -9602421127 3630822310
-13173109692 -31180862695 1871016733 -8548056068 4894690489
-9263144390 -24785399912 1999836249 -6996512292 6132964235
-5204744093 -17132350543 2219196962 -4825559664 6268964977
-203472539 -10666529576 2816544941 -3212178777 5549078739
5255943993 -5027607808 2415346264 -2810229290 4443504423
8030739438 45315723 209227670 -3295033910 2365871185
6027683451 1733134754 -2006539658 -3910834617 -982791963
1194701052 -2610792820 -2620628128 -4224378332 -4045560524
-3707493633 -10528704207 -2222939085 -4198433310 -4690885227
-7055407636 -16173259792 -964147137 -3548132200 -2920842447
-6834164394 -17129636353 1304244563 -2152189806 -839215157
-2337005093 -15909308757 3028277777 -665298231 49915161
3760664885 -15046195777 2833320206 91114882 -106892859
7941185023 -15101713551 1308789905 -167088991 -765992437
9327228627 -16201822229 311443777 -935810306 -1636255330
10359422581 -18200704394 951507303 -1458509396 -2558073425
13175692870 -20801597060 1738368426 -1831825461 -3729878160
15677518846 -25179105579 440724821 -2547899348 -5278500642
13530143556 -32786120671 -2655978870 -3073151650 -6147781951
5727678910 -41338215394 -4799861240 -2381210081 -4805971955
-3518088321 -45864246436 -4072634569 -476091012 -1462558962
-9192691472 -44370281976 -1520406870 1684942945 1890349474
-9679896914 -39134300250 977795408 3336544122 3559540950
-6105977779 -33957761276 2485693916 4358099130 3374963887
-1108046005 -31248694310 2312622372 4814492962 2564033014
1804502078 -29934349579 496618885 4407838147 2477154159
672597823 -26989289391 -1509192854 2701472015 2917021406
-3375245067 -22151768217 -2348798231 -340480736 2216287810
-7506855855 -19931373835 -1615446306 -3924746996 -88015224
-8713918396 -23215619696 736553941 -6169500097 -2015435469
-4654985168 -29053019886 3200503352 -6296432457 -1067200893
258389202 -29848400057 608898763 -5611758753 2700291871
-7033813598 -19897903763 -8343860028 -3975587161 4689299133
-29463723134 -9891175853 -12354472545 -748057982 92799740
-47097413566 -16825347533 -4120451146 1441344177 -6506885735
-45843126416 -34753037398 4230686136 1098821426 -6042286247
-35368551395 -43907738405 5732890791 1143278311 2990188377
-22914082226 -32155873570 7333584164 3029688658 14016412265
-6792804487 -3930630761 8274883119 3577707156 18181023474
5482156240 21555021739 3148375692 1682350098 12484070162
3978594433 30278960603 -4508154785 222372544 1878242223
-8856100366 23540334032 -7297679827 290931837 -7449448428
-19708275763 7918752685 -2823424813 751764474 -12646444076
-18737186279 -8966214257 3551715156 2100733586 -13802137432
-8570566357 -24505813081 5803717256 5283333532 -12806018923
-104838800 -40753763967 2062054234 8824114439 -8679788836
0 -49069011918 -1151076630 10292195942 0
0 -5084844652 -76857012 -2350207830 0
-167586919 -4376905261 -72956673 -1842345446 743566332
-548479377 -2326712217 -354387897 -1626001319 821761626
-1898272612 -809743637 -1045583003 -2335595498 -242506156
-4747540430 -1666545577 -1773917351 -1704067608 -1864136714
-8054208375 -4077178850 -1242309715 1698550092 -3676866092
-8141571495 -8653226719 1357851679 6514768522 -5782373912
-2862671466 -15629291949 3692759617 10647466855 -7767376764
4858511037 -23873010038 3792130025 13098357222 -9916686081
10682737816 -36492428712 1786727983 13942688004 -11910519512
11021388139 -53483658482 -1517096671 13852355856 -10658609122
6085239472 -64399257898 -2911646489 13938389916 -5343177737
3126508603 -63487118593 661015703 15475201161 -453282934
10016954328 -57545664698 6034046172 17674328832 -86847299
23381140094 -56732248244 6250605026 17178945137 -3714118885
31064532770 -65783039766 1193864429 13295701262 -6885824952
30624430833 -78359062938 -424693368 10011871394 -5460840239
34404794275 -83872211278 4803222677 8178902358 -15010451
46864444517 -79393034232 6147581099 2418326279 5829308787
50954239025 -67344609951 -3112694480 -8536228023 9068344713
34773719869 -53898685660 -11859469741 -17708101734 8101967704
11002442420 -46520484565 -10683164482 -20830721813 4573217355
-4493716703 -44681164365 -4953292500 -20591230956 1332471534
-10056050400 -44954605558 -898729545 -19533943551 -1323429760
-9463224039 -48310645628 1390650974 -17571732836 -3627491426
-6650471128 -54185905730 947872960 -15477619406 -4755443491
-7343259795 -59727627912 -1565031701 -14040747711 -4802577365
-10243837184 -65567253342 -445341193 -12036163867 -4147317610
-7087973535 -71012098297 3436509314 -9632462967 -1760859219
-374151997 -71259266312 2281415927 -9025790015 2004722224
-582348159 -65540254018 -2334298335 -9639323746 4874799602
-6610845252 -58164766247 -2800005099 -9160584158 5740703358
-8929318213 -52775067387 642096818 -8080517563 5864201240
-5044357836 -47964699287 2759726348 -7837050123 7038890873
71031540 -39479547838 2156336223 -7564849605 8792059769
3331634422 -27857756440 1372705829 -6120466614 9021324091
6489322881 -17801520344 1975159418 -4245812764 7171153526
10532413840 -11457061480 1723584548 -3698652029 4308411966
11173177901 -8760590947 -1406461715 -5249859149 1264142484
4837712516 -9647473145 -4586267733 -7072824217 -1441667711
-4572826623 -13937118372 -4309634636 -6842743799 -2995174004
-10601469223 -19450465169 -1631085210 -4693230838 -2411526231
-11182311492 -21686399414 944851847 -2073688829 -92121761
-7513679881 -18973589827 2667542241 141848460 1807541248
-1534096955 -14823965438 3180680987 1517245311 1792222506
3948297200 -12865109733 2133389004 1811591259 400114166
6332905098 -13774345669 264488450 1303642223 -1070107238
5678167802 -16143055186 -647762473 985869628 -1854169955
4970429108 -18128972183 125096058 1644007663 -2231028141
6086953629 -19939081618 835211305 2877647609 -3045852797
7073791797 -23870990994 -30246733 4141752749 -4185868702
5426213034 -30414948619 -1551719527 5729747052 -4186974519
1504891285 -36103713023 -2160141037 7559345845 -1961598792
-2316213736 -36728326829 -1531452040 8929157345 1626983244
-4224764267 -31691116896 -356478154 9803401629 4526066959
-3821792453 -23966595176 767114894 10532125729 5349241790
-1377141853 -17200909459 1687512870 11237926691 4107708453
2361554060 -13591491831 1972511712 11747780449 1710944203
5321014276 -13474611281 818923699 10840463751 -785024020
4493952822 -15885275337 -1775221179 7134870219 -2841337664
-1989551275 -20516516739 -4620925544 1067141897 -4323640214
-11826048675 -27505649194 -4769147793 -3778291043 -4196966073
-17365666903 -32574513741 107056293 -2533013459 -1872543818
-9755102327 -32581812249 7505195125 3895667588 1023960384
6567675908 -30011197692 6871137874 6634896197 3497056127
6977641527 -22750070420 -7991925337 1695430916 5011273603
-22811516524 -12723118548 -19323942615 -2544258356 2241615942
-53712978356 -14438631176 -8942840429 1269275 -3394827851
-53751427736 -28334683756 7855153606 4537684942 -3815144293
-30033896000 -35048126863 14417358539 6889328674 3615837986
-1832392278 -22166014323 13471007233 5848202005 11663064660
19458720448 354497430 7278695245 -48565017 12403818199
23800157548 14522976442 -3313615485 -8426873308 6469453657
7354440189 15325330701 -12658140236 -14097790967 -216480297
-20851633670 9186416653 -14154243357 -13609918794 -4017667201
-41155192537 1837812720 -5100882273 -6395487889 -4877683093
-40081315554 -3085286210 5472554901 3501735052 -4308143523
-24802343459 -6524221078 8762320201 11577391429 -4208385283
-9591089554 -13041160459 6106803184 16822465548 -3477554735
0 -17483968560 4057207478 18776300182 0
0 -6281657706 1479258136 1230466280 0
2460547722 -5385556858 829630650 872421563 354645442
2715658016 -4601701832 -543073653 -638061102 -18821241
652734765 -5925280594 -1392446615 -2669481560 -145898914
-2528857503 -6756607739 -1857078875 -3111075281 980645397
-6643008738 -3778031746 -2118339095 -1129644836 2046062463
-9511154248 569480343 -415422445 2738389563 1179388917
-7879804038 2319010873 1859210521 7053550879 -1643594959
-3811990125 -225579277 1907914662 10050901118 -5796255911
-1087560690 -10528946150 864147449 11343943562 -9628895700
185292110 -27013610398 536476845 11990364997 -9253624686
1457744095 -37448057214 800712916 12538972746 -3804043365
4018946465 -34182601540 1913489927 13269867751 1468901698
9011019502 -24639608211 2921725382 14341475134 968651979
13971506825 -23435675300 1655968910 14944585623 -4799208693
15391243541 -35834918880 -27340546 15180806070 -9454730822
16630903772 -50220693944 2020076194 16111797033 -9122817957
25730705011 -56949617969 7266178686 16442461448 -7364088081
42193620462 -63051325533 7937076109 12433669460 -7380614473
49871386202 -73186902789 -1396346974 2998454820 -6378370105
36027862851 -79475714547 -11400504143 -5980198004 -2915742977
12083932666 -78675873995 -11123981834 -8785760844 154261524
-4158611324 -75641395658 -5218494271 -7653133604 1104924955
-10234413524 -73551111667 -1215843100 -6295326480 587776891
-10416118165 -73157251002 937474311 -4844909693 -612287282
-8498339195 -75419444415 501145840 -3853455938 -1576579583
-10106630131 -78627259462 -2039099063 -3301492696 -1128508401
-13259329161 -79232748862 -21932377 -543575094 261509175
-7565342847 -77628286274 5545941943 3471632853 1189144093
4062954774 -76764772400 4794467324 3785931955 1943859958
7629522690 -75080769107 -1262395102 640887608 3697350824
2133804152 -69267079667 -3156768245 -1091565331 5455658565
-585906599 -62338815724 941789601 -344240331 5893157857
5707482915 -57551930735 4773340200 -352297562 6391618671
14830341904 -51090538395 3714998931 -2729135875 8043674198
18652008642 -40292252162 274649582 -5537563736 9053290320
17428795222 -28663131059 -1044872392 -6544520005 7578687110
15232537163 -21176793177 -1282513253 -6368089699 3861262045
11094696119 -20712390155 -3122318455 -6940479173 9996694
2783419278 -24773234205 -4923892973 -7973973572 -1723388010
-6431079853 -28640383274 -3823280702 -7801122602 -1037896852
-10986944190 -29919185438 -662763774 -6110280757 1260360042
-9585733688 -26682410010 1864276360 -3584489483 3966650386
-4823468534 -19164736055 2766764281 -960710886 5119574498
432284753 -12068617157 2404334063 901258045 3739045760
3978561871 -9533089908 1065882690 1422793178 1156010896
4502493049 -11285960348 -463026229 1077965224 -508990554
2898012933 -13665348193 -928073124 1178411476 -355593259
1560755937 -13389202427 -337627708 2579272330 585731169
1455795554 -11168511438 177186889 5366767786 686310844
1959984320 -10260722078 338118088 9048262672 -259128672
2688614733 -12059430631 407792915 12122164433 -1007995076
3342367490 -14986249013 226373376 12785825611 -239826528
3428005787 -15546406670 -114306177 11393605203 2258126928
3119916208 -10793444907 -104231186 10451126012 4995679393
3249692237 -2147753595 301763346 10882289611 5793487564
4234187255 5905498503 674226772 11470425590 3794190644
5113151294 9718784434 56041303 10873927047 -509723111
3042940090 6308445211 -2350830996 7934393115 -5639602811
-4659755146 -4549889020 -5280143513 3516532793 -9164391795
-16309919155 -19418569962 -5805534471 597804834 -8832869756
-24014707462 -31129911304 -1400194074 1904295438 -3429129902
-20103721981 -28654877323 5472563737 7681079378 3873189739
-4003493536 -13598858914 10352372404 14063552637 5376028828
15651730411 -7120050118 7853437995 13739827678 -8338555
17178442373 -16091598386 -8242334119 3233982476 -3386726879
-16532522239 -22107690592 -23222220370 -7233481852 -1310438292
-56234922952 -19568300461 -12792795443 -5242851652 450492219
-58429185582 -19655811455 9939886312 3821915876 846505043
-26521020549 -19840415410 19474886819 7963846644 3050450591
8291657393 -12181840321 14261989260 4087777482 4746957451
25764050683 -3966122116 3302415032 -3620159128 2311305912
22080297265 -5117258598 -6613971817 -9570029185 -1603959209
2864216044 -13030071720 -12162941835 -11639959504 -2050166230
-21804389648 -17287988492 -11506595390 -10032252807 2192167064
-36945475774 -10180617285 -2800199865 -3901251979 7386630419
-32865109775 4290994486 6107945920 3942024860 8558834516
-18301441933 14822927045 7480738488 8734615679 5114929002
-6427667068 15509848859 4306647834 10256378320 1207287613
0 13430475056 2607212382 10561756280 0
0 -964739238 1854679372 3605943036 0
2806222981 -1442336021 642900156 2698169271 -1385841117
2284554430 -4593266363 -892171222 552659583 -2558009447
859224140 -10089601580 -210661529 -1317289685 -1744060270
1563008741 -12131489774 602606963 -1976787556 1516539000
1604532902 -7149863147 -729632219 -1981208593 4797465414
-915695569 1981723645 -1443996238 -1235852834 5522341856
-3370934649 10018103726 -1114852458 441770745 2932334714
-6427088090 12076133163 -2162799873 1843061998 -2040502201
-10937794107 4467847299 -1829358615 3375117809 -6416636268
-10907463200 -8488251106 2256787478 6672697136 -6355023973
-2619882680 -15670680477 5559311103 9750874107 -1947080483
7913510566 -11856938131 4366555376 9681119429 2184346285
12494759062 -3104544013 65304474 7701005882 1572177092
8986241042 -1397554118 -3052967854 7378149361 -3433783520
3835366774 -10958401478 -1555007803 9701766108 -7669962846
4417221715 -21914505862 2083433105 11918463541 -8420870061
11092670227 -27616517346 4417269036 12330535451 -9400068873
20347047449 -37739255566 4501178853 11936125458 -12884905288
25720260337 -58312313847 207745578 10716569226 -13599146193
19698002984 -75226039705 -5951217473 9164142733 -7866546433
5847768540 -76845644735 -6983555268 9550577102 -720136680
-4747996580 -70373909273 -3432226638 11715313652 2430407150
-8246308355 -65228554239 -329558536 13388779018 2001062034
-7456621826 -63551131746 912313492 13339607103 168235847
-5903519816 -66304598976 457905961 12124915786 -1068213079
-6249783618 -70022403076 -718501309 11274138477 326017672
-6840605074 -67089851129 704905715 11792759546 2849751890
-2137462566 -59994242401 3898622473 12780811895 2519955659
5956615924 -59436183275 3481905937 12203443530 335233788
9266731434 -63617577243 -325644869 10051419488 1047251166
6113166656 -61076349728 -2198555502 8893607218 4202235468
4255307451 -52031441959 1033735808 10233950240 5177833071
11575500302 -46238356689 6025588644 11350503496 3361808124
24631356658 -45715132538 6149911252 8365752421 2046986627
32388382982 -44921154368 1404914622 1788201995 2509031546
30517191329 -40611905454 -2909768082 -4462425708 2917202763
22217965266 -36032220485 -5193845653 -7992301850 1392587072
11045010306 -36537014499 -5810841465 -8796190897 -949208465
492377775 -40782400413 -4502166891 -7970664048 -1521151581
-5779233861 -43830758990 -1582844798 -7084219827 219229642
-5761252712 -43348139510 1502148968 -6852370813 3520875959
-1248926445 -37034756285 2704893495 -6480402588 7118249034
3353578215 -25059694789 1779266910 -5067771163 8520998406
5600173813 -13716800305 579137126 -2995999584 6293538713
6020967814 -9450046215 -77889727 -1887726023 2318077821
5520600857 -12086956040 -365930553 -2541512657 103257110
4825748237 -15226330629 -280461012 -3647693058 1325282452
4349157594 -12879629275 -218100135 -3214426018 4461968399
3815582944 -4309759946 -247315584 194155598 6490107790
3578495243 5748651186 55813782 5457677462 5318753992
3751123178 10248808709 21628122 8425906322 1771046091
3419176869 6816396689 -270245459 7421325943 -399310298
3531830850 2783937429 631515372 6283807991 1452419801
6206094560 7161648368 1968635338 7903730705 4861114065
9887331470 17495980729 1439444116 9318663357 5231192673
10350386492 25032332156 -1133075930 7555385871 1489847235
4358981351 24569889555 -4909279361 3399328824 -4469629776
-8878558123 13660076923 -8174428042 -732658014 -9253587598
-25399705982 -2485953434 -7765553406 -656740594 -9171973636
-35452945627 -13772395286 -1281666851 6257580992 -4105968679
-27469686507 -13884027268 9278112586 15957925603 2774166670
-3403136539 -1280261838 13188255616 19163448055 6234200645
16152430604 13754916951 5527636593 11628666511 1000719739
17742165587 9631583995 -3247413865 925764425 -10057291577
4139901301 -18433766448 -10882612059 -6508560936 -14289451172
-25219141654 -40393612793 -17786686363 -10199876640 -5169085830
-55381694509 -32765543613 -9671698463 -6804800063 5879443903
-55525355678 -14348197800 9534216947 1747029205 7745122874
-25365521541 -5790392359 18286129921 6017356379 3549837217
6032324025 -5773237101 11779334449 2676793031 -834145912
18103385639 -10515687615 736324737 -2346756546 -3651441747
12058762077 -18083041358 -5992248687 -3265465812 -3909698969
-1366429392 -24992478381 -6979634728 -897224927 -646184741
-12668407842 -25252383798 -3838923701 1234879266 6104620839
-14873013458 -11269666887 1660345431 2048979031 12391721978
-8338696621 10289296936 4162603441 1293810157 12313914219
-1742058270 23133764882 2147325740 -953182870 6491753091
190373895 22647805305 114213078 -3038663706 1300310561
0 19846135088 -209346374 -3722556978 0
0 6779869466 -206708282 4276439268 0
-1040223867 4951206652 -1075237494 4025816678 -2745554294
-3486502714 -945679888 -861077755 3742096499 -4432551211
-2188335201 -8508112578 2449251216 3614772652 -3511610852
5163022691 -11962638444 4286413662 2719827637 -291210048
11595790828 -9324535538 1793687792 312264136 2968760728
11640888840 -2717014506 -1553055169 -2995589640 4436247937
5787320281 4266319220 -4389604411 -5886266611 3290748052
-5565239580 6580102641 -6797210627 -7030564829 480543883
-17450094355 3082804143 -4112088508 -4289476693 -1064255544
-18081601006 283013724 3779101434 2384476123 -14261807
-4763646431 2026967307 8644386162 7829701087 1461970917
10696214574 5484914927 5879261581 7569516900 1564158495
15301743748 8040673251 -1419938021 3776837000 172253164
7085049470 7754031429 -5833986631 2270093181 -2335838171
-2504049436 3190867367 -2993129401 4731764802 -4782863448
-3608915649 -3147602373 1432075668 7130366142 -6224273444
283699510 -8396157925 1981715117 7391691576 -8071795671
3559728719 -17887490368 1581468923 8173230852 -11286587725
6978431983 -36179556325 1777746461 10773299537 -11767935070
9029821937 -51465599834 -99555742 12941791936 -6041763423
6049057397 -51325203505 -2701919844 13622211063 1422281858
-65722211 -41596545505 -3053607842 14236335142 4524579176
-5092753658 -33764769250 -1965790457 14963691290 2928113337
-7938409465 -32520329265 -909410756 14785075284 -329670532
-8381760273 -37191177987 596026023 14603882999 -2059175198
-5759110238 -41892430083 1911729455 14909592581 -680912354
-1669014385 -39878511458 2011367435 13951383297 1645915828
1747015829 -34338344473 1435464271 11902762268 1201498680
4442877142 -35182907914 1453853558 11210460380 -895035929
7740926891 -40842242167 1693498918 11704534677 34128905
10015054721 -39467666546 330413846 11377401522 3830163678
9562374581 -28975725912 -338488528 10946671361 5092576292
11316441827 -20806812321 2499477252 11748419501 1236359975
19059248069 -23589338767 4794017051 11678955416 -4178703494
27343923084 -33763498956 3020599927 8331542750 -6732367830
29313139220 -42789660512 -1156271064 2541486153 -6022117214
22615954773 -48026312509 -5357070946 -2868663593 -4359713354
10087841788 -51715300753 -6696483935 -5144196017 -2693790419
-1249557407 -53614449940 -4285423813 -3935421010 -784315648
-5400361409 -53474034964 350805316 -1665713172 1117590416
94341145 -52320664032 4971979074 -856965152 3464382490
11452978498 -47478808614 5699396215 -2494978806 6572783040
19157926416 -36595334203 1641474861 -5384040175 8396197821
17911376381 -24240858827 -2514184772 -7186868652 6509727566
11786259023 -18959132152 -3075979248 -7761499811 1844152594
7860786200 -23439324632 -643336065 -8858533553 -1201289620
9372588619 -30035219393 2003671137 -10859126760 723755666
14218342142 -28619156049 2554091737 -12154545957 6429024581
17491831013 -14966499674 498416954 -11048501080 11075473412
15222997050 3579016668 -2843041380 -8761451904 9862924702
6924220503 11702911831 -5118506795 -8494739788 4255278195
-2019457502 6741057042 -3088141561 -8460341112 1941041563
-2444974358 6207873077 2920391607 -3085098793 5707033502
7325190013 20318693060 6016869651 5122391209 8107777670
16119296131 33771064728 2007570779 6453804615 3415735881
