# r2  r3  r4  r5  r6
-1.951653 -8.659312 0.137582 3.398688 -0.479505
-1.341015 -9.753948 0.443941 3.469901 -0.158588
-0.388646 -9.285139 0.467160 3.246871 0.383252
0.406754 -7.995257 0.333137 2.769984 0.279774
1.034453 -8.191918 0.337387 2.608756 -0.208436
1.802531 -9.509527 0.393097 2.723648 0.007897
2.332013 -9.189448 0.075624 2.647376 0.891811
2.226587 -6.746589 -0.080117 2.547035 1.185803
2.634927 -4.844598 0.580459 2.733685 0.287852
4.437620 -5.492438 1.114647 2.717450 -0.973033
6.366672 -7.861354 0.701592 1.937955 -1.567591
6.825175 -9.963074 -0.271048 0.589728 -1.402180
5.265811 -11.182374 -1.249339 -0.670055 -1.015110
2.348945 -12.041303 -1.561277 -1.199938 -0.627218
-0.290841 -12.483512 -1.000041 -0.918482 -0.182639
-1.257414 -12.450855 0.079462 -0.389970 0.260208
0.021954 -12.182365 1.155419 -0.201586 0.806641
2.666638 -11.054908 1.324736 -0.582947 1.530430
4.460710 -8.520714 0.379857 -1.255751 1.955063
4.170496 -5.644092 -0.587837 -1.675723 1.515809
2.744281 -4.414254 -0.718813 -1.809646 0.429441
1.830277 -5.457461 -0.152454 -2.065039 -0.279701
2.182301 -6.993236 0.463795 -2.530708 0.168500
3.310586 -6.663496 0.591888 -2.832321 1.496944
4.072774 -3.484665 0.113149 -2.575063 2.578900
3.544597 0.833407 -0.665011 -2.042953 2.296558
1.612247 2.724952 -1.194900 -1.981011 0.990740
-0.470151 1.569757 -0.722041 -1.972863 0.451843
-0.569160 1.445498 0.676778 -0.721264 1.328764
1.705644 4.730825 1.397794 1.189552 1.887788
3.753235 7.863009 0.464092 1.499343 0.795366
2.960299 7.592545 -1.270310 -0.150299 -0.964550
-0.962583 4.741776 -2.510191 -1.793902 -2.000088
-5.857376 1.061707 -2.173603 -1.751438 -1.692875
-8.617981 -0.907228 -0.534678 -0.031914 -0.081279
-7.851859 0.843015 1.327241 2.221356 1.606759
-3.671155 5.097188 2.746600 3.676101 1.731644
1.556782 8.080285 2.083960 3.028048 -0.278591
2.869892 6.134151 -0.893863 0.103944 -3.215964
-1.089670 -0.522233 -2.640021 -2.401605 -4.926214
-5.751055 -8.569281 -1.870021 -2.133613 -4.012348
-8.579429 -12.823847 -1.142869 -0.647341 -0.572979
-10.261606 -9.347879 -0.385193 0.110282 2.716514
-9.260375 -2.528434 1.504230 0.512524 3.068954
-4.813098 0.835367 2.705076 0.796986 1.152095
0.038369 -0.147974 1.918630 0.605585 -0.656773
2.273995 -2.674345 0.352514 0.379016 -1.165535
1.859544 -4.352454 -0.656863 0.604296 -0.693041
0.370517 -4.937708 -0.712597 0.927509 0.160204
-0.304983 -4.391144 0.120956 0.936384 1.271611
0.695990 -1.666784 0.729737 0.286056 2.060634
1.692769 1.700475 0.117875 -0.961975 1.668244
1.055690 2.940491 -0.631141 -1.947693 0.520569
-0.014525 2.018398 -0.286331 -2.126179 -0.158625
0.000000 1.265763 0.176854 -2.025646 0.000000
0.000000 3.989171 -0.744198 1.523014 0.000000
-1.467507 3.779900 -0.731413 1.801281 -0.468404
-2.509773 2.938573 -0.181142 2.382094 -0.907947
-1.710396 1.505212 1.004222 2.705023 -1.086397
0.978197 0.214884 1.510643 2.438213 -0.941602
3.436165 -0.565003 0.866134 1.674839 -0.705706
4.168606 -1.134812 -0.137600 0.427646 -0.528429
2.819198 -1.766731 -1.237124 -1.086563 -0.288784
-0.368202 -2.279502 -1.802437 -1.852549 0.260274
-3.100983 -1.710992 -0.706402 -1.189396 1.128555
-2.710544 0.665192 1.026478 0.102156 1.649442
0.102353 3.243801 1.596614 0.860336 1.168802
2.741577 3.915125 0.936001 0.785782 0.165706
3.348763 2.992990 -0.371696 0.218934 -0.441749
1.481626 2.148592 -1.357932 -0.199373 -0.519447
-1.051093 1.827022 -0.998858 -0.082715 -0.583539
-2.065510 1.325314 -0.079135 0.307843 -0.849843
-1.913158 0.478158 0.106433 0.663082 -1.269304
-1.698088 -1.086724 0.218395 1.201225 -1.815641
-0.585518 -3.980914 0.945207 1.988878 -1.955905
1.603459 -6.673175 1.067510 2.322201 -1.088047
2.852001 -6.916865 0.095171 1.877143 0.241437
2.001490 -5.134294 -0.867413 1.263801 0.920128
-0.136412 -3.465451 -1.193039 0.942975 0.671722
-2.253179 -3.159470 -0.849622 0.988599 0.092564
-3.106265 -3.774370 0.038000 1.452802 -0.168767
-2.249844 -4.175054 0.739174 2.035076 -0.036899
-0.711800 -3.868732 0.690693 2.154832 0.103769
0.225969 -3.473901 0.263903 1.835728 -0.071125
0.733402 -3.907049 0.381072 1.756164 -0.332470
2.094369 -4.840801 0.956284 1.927709 -0.175602
3.894347 -4.936988 0.651980 1.528471 0.402500
4.098428 -3.568793 -0.451782 0.559953 0.741373
2.668803 -1.920084 -0.801283 0.079311 0.184334
1.565058 -2.037833 -0.250327 0.512575 -1.053608
1.650047 -4.381246 0.272937 1.266922 -2.056526
2.260224 -7.491982 0.255435 1.716882 -2.285397
2.263257 -10.226415 -0.280321 1.647664 -1.859578
1.225130 -12.055520 -0.712010 1.296277 -0.976681
-0.193758 -12.298966 -0.650539 1.149027 0.004596
-0.838370 -11.288925 0.120902 1.477052 0.540879
0.706172 -10.321399 1.447860 1.943766 0.549856
4.285103 -9.925355 1.917963 1.702468 0.441280
7.053682 -9.508724 0.655265 0.452867 0.428923
6.504741 -8.678391 -1.147246 -1.052583 0.208244
3.444450 -8.458828 -1.667645 -1.906416 -0.430455
1.214392 -9.877741 -0.388556 -1.980042 -0.915678
2.283501 -11.907764 1.409706 -1.899679 -0.475156
5.960904 -12.320925 2.055569 -2.271714 0.844362
8.971212 -9.861603 0.688332 -3.300315 2.014730
7.947474 -6.319258 -1.708756 -4.689596 1.964387
3.381656 -5.214743 -2.457401 -5.505012 1.369400
0.241292 -5.596844 -0.404371 -4.750499 2.075769
1.823075 -2.074961 1.706952 -2.728354 3.625080
4.851869 5.074611 0.915619 -1.320001 3.096873
4.357019 8.105424 -1.367417 -1.863697 0.070178
0.194765 4.276084 -2.589818 -3.400094 -2.298524
-4.804501 -0.926962 -2.216273 -3.733685 -2.009200
-7.372113 -2.830787 -0.184430 -2.047090 -0.087971
-5.614946 -1.052394 1.738933 -0.387871 1.711437
-2.013357 2.842704 1.619157 -0.772048 2.311921
-0.208077 6.856497 0.096292 -2.460489 1.165025
-1.917782 7.955657 -1.811134 -3.503925 -1.608314
-6.680724 3.224848 -2.703534 -3.031337 -4.252315
-10.986580 -4.609661 -1.330844 -1.397366 -4.499177
-11.303054 -10.157096 0.955558 0.765606 -2.341925
-8.311816 -11.058153 1.716536 2.318345 0.751806
-5.649308 -7.007169 0.887440 2.042203 2.988855
-4.473133 -1.131587 0.459444 0.815214 2.953163
-3.229353 1.925354 0.825468 0.280970 1.201062
-1.298041 1.164892 1.034824 0.671112 -0.412315
0.553654 -0.826663 0.743773 1.418049 -0.843672
1.400171 -1.844611 0.082199 1.878757 -0.599411
1.137162 -2.383786 -0.215029 1.663658 -0.267380
1.156676 -2.563663 0.297206 0.967995 0.242291
1.971237 -1.562788 0.337723 -0.045979 0.591283
1.800667 -0.494295 -0.577988 -0.967063 0.378954
0.079548 -0.463738 -0.941024 -1.124357 -0.017245
-0.971094 -0.950690 0.025979 -0.572363 -0.134511
0.000000 -1.190201 0.756369 -0.210342 -0.000000
0.000000 7.083192 -0.948089 1.306704 0.000000
-1.925484 7.584873 -1.003149 1.672669 0.132336
-3.604964 8.197452 -0.530467 2.452105 -0.268484
-3.458424 7.636204 0.716018 3.014189 -1.001357
-1.219146 6.067180 1.349663 3.102375 -1.602742
1.073428 4.190835 0.861654 2.890133 -2.062875
2.067612 1.519397 0.154832 2.192488 -2.396620
1.742408 -2.075589 -0.481404 0.924123 -1.936068
0.487288 -4.302271 -0.652033 0.031822 -0.306209
-0.086860 -2.982363 0.172386 0.014667 1.523772
1.012919 0.797294 0.780523 0.060211 2.158293
2.325865 3.916240 0.474949 -0.109462 1.323670
2.857810 4.466591 0.097212 -0.132319 -0.054175
2.637441 2.886032 -0.379423 -0.263331 -0.881461
1.161575 1.172281 -1.083604 -0.717228 -0.811685
-1.138189 0.582742 -1.064401 -1.048924 -0.407077
-2.588378 0.632319 -0.396238 -0.878879 -0.193258
-3.068290 0.770124 -0.196061 -0.308229 -0.265732
-3.336996 0.703763 0.047138 0.601684 -0.666943
-2.272321 -0.435613 1.099625 1.568466 -1.201479
0.607929 -2.603856 1.589901 1.818455 -1.215370
2.979085 -4.001851 0.627399 1.223512 -0.529228
2.832854 -3.736929 -0.725071 0.446086 0.165231
0.600296 -2.929845 -1.379961 -0.015447 0.388572
-1.881139 -2.549624 -0.984269 -0.004463 0.393183
-2.868015 -2.233000 0.004763 0.372204 0.504716
-2.152825 -1.451073 0.612776 0.869068 0.575071
-0.938931 -0.585186 0.521729 1.215820 0.342250
-0.222603 -0.380374 0.227615 1.294533 -0.112770
0.369809 -0.857135 0.484965 1.336625 -0.510072
1.993646 -1.692069 1.112545 1.291080 -0.763864
4.144418 -2.915361 0.857281 0.636696 -0.758492
4.686123 -3.839588 -0.370280 -0.536130 -0.353074
2.934538 -3.584121 -1.251622 -1.328423 0.044001
0.418267 -2.949840 -1.151810 -1.053168 -0.058036
-1.180836 -3.060467 -0.424213 0.224102 -0.501813
-1.329409 -3.835993 0.215811 1.856021 -0.972098
-0.684486 -5.357030 0.391119 2.967891 -1.304324
0.056797 -7.460087 0.329101 3.024005 -1.081740
0.448404 -8.571739 0.023525 2.340175 -0.212390
0.332056 -7.687395 -0.043695 1.848919 0.558249
0.890220 -5.985113 0.706071 2.012913 0.463142
3.047235 -5.497985 1.339335 2.336855 -0.363229
5.245590 -6.739186 0.653703 2.125727 -1.127433
4.950396 -8.576409 -0.990634 1.266293 -1.397988
1.959423 -10.146823 -1.761444 0.510190 -1.349933
-0.450591 -11.486936 -0.384556 0.613702 -1.220600
1.154634 -12.754563 1.984439 1.159610 -1.007341
6.421897 -13.689648 2.981706 0.999360 -0.663733
10.949756 -14.066450 1.136712 -0.585071 -0.322663
10.115205 -14.461178 -1.856284 -2.781824 -0.000877
5.821364 -15.196542 -1.763290 -3.635753 0.908364
5.516592 -13.984245 1.600775 -2.993039 2.721729
10.257657 -8.363897 2.331612 -3.294817 3.908270
11.113140 -1.787081 -1.863396 -5.490173 2.457760
3.757654 -0.968874 -4.826092 -7.090085 -0.550142
-4.628912 -5.708370 -3.084507 -6.314240 -1.818302
-7.599258 -9.010265 -0.046948 -4.174152 -0.409057
-5.671955 -7.198843 1.774955 -2.496760 1.268551
-1.830736 -3.926447 1.882753 -2.741934 1.299906
0.620771 -2.924078 0.473613 -4.723100 0.452185
-0.391321 -3.253734 -1.564478 -6.666184 -0.101511
-5.560544 -3.493067 -3.534676 -6.803244 -0.486130
-12.687665 -4.549618 -3.111292 -4.219112 -0.804162
-15.792714 -6.132152 0.194427 -0.364564 -0.499627
-12.343853 -6.639841 2.944764 2.215241 0.427793
-6.156225 -5.480175 2.872772 2.761667 1.449422
-2.196462 -2.906569 1.052754 1.706296 2.030683
-1.528347 0.001082 -0.180397 0.170640 1.806937
-1.923364 1.719253 -0.088952 -0.528234 1.004738
-1.439781 1.938804 0.578059 -0.035321 0.277078
0.029319 1.770927 0.729779 0.846410 -0.105876
0.753555 1.647840 -0.074349 1.168989 -0.502401
0.080424 0.592890 -0.396684 0.952049 -0.871825
-0.067790 -0.886233 0.288073 0.560544 -0.730068
0.746915 -1.463694 0.341518 0.155194 -0.258743
0.719052 -1.320017 -0.403790 0.134844 0.122676
-0.462384 -0.883973 -0.612444 0.563736 0.332237
-1.012089 -0.188514 0.153843 1.078848 0.311518
0.000000 0.203855 0.715000 1.311617 0.000000
0.000000 7.442066 -0.369909 -1.292813 0.000000
-1.155810 8.339278 -0.937633 -1.309859 0.702319
-3.575394 10.094763 -1.276103 -1.015311 0.663580
-5.195165 10.904134 -0.198885 -0.214284 -0.083243
-4.527235 10.327478 0.675435 0.717176 -0.968660
-3.418799 9.101133 0.314901 1.604036 -1.889226
-3.137383 6.377660 0.114973 2.303445 -2.865311
-2.351065 1.597016 0.737636 2.486707 -2.883222
-0.273631 -1.984746 1.272511 2.105435 -1.316318
2.301395 -1.615769 1.214919 1.220851 0.561073
4.044344 1.003783 0.446267 0.093478 1.300168
3.948198 3.247944 -0.479550 -0.548913 0.817894
2.628750 3.819045 -0.745295 -0.517530 -0.300518
1.246048 2.204874 -0.667703 -0.422483 -1.198592
-0.193636 -0.205893 -0.796587 -0.588510 -1.134501
-1.680271 -1.326443 -0.583515 -0.687566 -0.365503
-2.262362 -0.955145 -0.025248 -0.492993 0.354989
-2.257172 0.114801 -0.103030 -0.185455 0.684023
-2.788255 1.530064 -0.335915 0.244112 0.447790
-2.849532 2.019683 0.424404 0.785548 -0.424406
-1.031405 0.402233 1.291276 1.085511 -1.158108
1.378968 -1.710424 0.927096 1.032984 -1.009005
2.076778 -2.489158 -0.243630 0.818241 -0.391653
0.738249 -2.361948 -0.965140 0.611231 0.078971
-0.987502 -2.079261 -0.630840 0.485146 0.405964
-1.408044 -1.470130 0.185286 0.393642 0.740184
-0.679549 -0.248986 0.421315 0.326131 0.893693
-0.209313 1.020975 0.009013 0.339106 0.626000
-0.513615 1.525415 -0.227115 0.534443 0.079797
-0.622680 1.407488 0.199233 0.889616 -0.537149
0.404424 0.564080 0.785650 0.989770 -1.267709
2.067837 -1.743654 0.782960 0.615144 -1.718633
3.080830 -4.432585 0.176892 0.076732 -1.244713
2.720541 -5.394285 -0.496872 -0.278279 -0.104401
1.423090 -4.420145 -0.720082 -0.156751 0.862139
0.231261 -2.498518 -0.451322 0.538224 1.195445
-0.477569 -0.528087 -0.326783 1.435534 0.734486
-1.123669 -0.000545 -0.257470 2.150805 -0.353586
-1.097084 -1.763965 0.346352 2.402207 -1.169041
0.046867 -4.162997 0.677422 1.950069 -0.901712
1.090932 -4.716132 0.321628 1.167245 0.047335
1.443827 -3.298454 0.110440 0.746665 0.516969
1.749055 -2.039107 0.210422 1.054555 0.021881
2.039874 -2.454652 -0.012153 1.896919 -0.897456
1.351252 -4.370226 -0.722506 2.601512 -1.498814
-0.527976 -6.526888 -1.028846 2.799045 -1.473558
-1.776098 -7.762018 -0.044542 2.768449 -1.193951
-0.205587 -8.343009 1.629537 2.797772 -1.256900
4.004987 -9.483506 2.355921 2.722751 -1.787977
7.694603 -12.129721 1.024641 2.197841 -2.253234
7.729820 -15.604945 -0.816482 1.516727 -1.803812
6.507558 -17.329549 0.163457 1.389462 -0.373656
9.720841 -15.819778 2.963096 1.023393 0.773911
15.344440 -13.425526 1.735283 -1.499628 0.500102
13.386820 -13.501804 -3.836961 -5.250320 -0.560953
2.695537 -15.787674 -5.866347 -6.471409 -0.854237
-5.645540 -17.345912 -2.028640 -4.473014 0.103261
-5.725020 -16.024450 1.381444 -2.548521 1.352030
-2.803313 -12.697335 1.158503 -2.835259 1.443596
-1.917578 -11.202107 -0.114024 -4.052646 0.330281
-2.524814 -12.673343 -0.291044 -4.230390 -0.345537
-2.911608 -14.073493 -0.270807 -3.307671 0.281865
-4.574111 -13.372927 -1.579890 -2.374592 1.557222
-8.602771 -10.556297 -2.090430 -1.411059 2.607619
-11.002252 -6.618858 -0.038756 -0.155364 2.792642
-8.617270 -3.505027 2.211415 0.701625 2.143105
-3.908940 -2.008548 2.145118 0.565023 1.342608
-1.150361 -1.390581 0.607564 -0.232757 0.900635
-0.915869 -0.757587 -0.159750 -0.913269 0.756934
-0.947084 -0.015148 0.215292 -1.148713 0.663057
0.050902 0.755257 0.727019 -1.114342 0.488125
1.284526 1.361503 0.297415 -1.292229 0.083267
0.554998 1.097608 -1.031160 -1.794855 -0.457263
-1.865587 -0.116295 -1.065537 -1.752952 -0.678712
-2.530832 -1.170266 0.444984 -0.932160 -0.360203
-0.781810 -1.304318 1.046904 -0.107711 0.193197
0.630807 -0.618482 0.267288 0.349442 0.643656
0.394764 0.502704 -0.359133 0.526478 0.815668
-0.173723 1.749782 -0.114612 0.572695 0.608305
0.000000 2.380194 0.200735 0.596637 0.000000
0.000000 2.096652 0.434732 -3.699327 0.000000
0.203502 2.564113 -0.467642 -4.050405 0.841829
-1.976230 4.269438 -1.495175 -4.339129 1.461963
-4.498256 6.552497 -0.803448 -3.756075 1.451100
-5.091919 8.151325 0.000814 -2.710101 0.925759
-5.556068 9.172745 -0.635218 -1.584242 0.052076
-7.212526 8.814709 -0.728950 -0.131659 -1.230154
-7.040009 5.923339 1.075865 1.461724 -2.113017
-3.192181 2.605337 2.543107 2.163635 -1.786473
1.744924 1.195911 2.184442 1.484280 -0.842957
4.737374 1.260176 0.765481 0.236771 -0.151716
4.716015 1.974731 -0.737352 -0.670363 -0.015991
2.346745 2.314809 -1.504149 -1.050106 -0.515754
-0.447395 0.976213 -1.194988 -0.926020 -1.081659
-2.132733 -1.149074 -0.508012 -0.466906 -0.851764
-2.486193 -1.821857 0.176740 0.100838 0.028402
-1.569096 -0.842865 0.682104 0.544759 0.695633
-0.445796 0.446579 0.276920 0.495232 0.863918
-0.905683 1.745514 -0.713370 -0.033644 0.634375
-2.445391 2.460826 -0.578242 -0.343882 -0.062481
-2.360737 1.508436 0.699528 0.023581 -0.727221
-0.294105 -0.012657 1.126127 0.628165 -0.745262
1.144905 -0.645321 0.217651 0.920932 -0.401252
0.676315 -0.734822 -0.558279 0.873287 -0.165559
-0.334813 -0.887285 -0.310359 0.567223 0.013003
-0.242496 -0.878513 0.356073 0.079177 0.323780
0.558011 -0.245165 0.302529 -0.392075 0.643926
0.490208 0.772003 -0.377942 -0.574126 0.738086
-0.630252 1.795620 -0.630843 -0.197105 0.561878
-1.545915 2.749444 -0.245608 0.505661 -0.055947
-1.527496 2.382647 0.247385 0.851251 -1.147644
-0.602188 -0.269990 0.676721 0.832987 -1.861102
0.990465 -3.379563 0.853606 0.861882 -1.376418
2.452730 -4.535580 0.575172 0.951331 -0.043610
3.209835 -3.317895 0.219315 1.078740 1.167364
3.357321 -0.760202 -0.109723 1.086357 1.581639
2.362244 1.574774 -0.995705 0.630538 1.048890
-0.401466 2.370571 -1.596311 0.212765 -0.053769
-2.729364 1.186254 -0.509674 0.523877 -1.020968
-2.125155 -1.160933 0.996685 1.050104 -1.146649
0.301450 -2.569318 1.247554 1.081120 -0.411020
2.225482 -2.095313 0.659305 0.677517 0.351992
2.854847 -0.848100 -0.007994 0.349258 0.515585
2.162150 0.000433 -0.704426 0.555735 0.106132
0.218353 -0.204538 -1.192596 1.254154 -0.544864
-2.051602 -1.411111 -0.972221 1.834449 -1.001557
-3.091389 -2.728348 0.001674 1.854583 -1.140815
-1.946887 -3.666434 1.118605 1.647403 -1.286651
0.843761 -4.793270 1.535319 1.807921 -1.752019
3.365731 -7.215741 0.836563 2.419328 -2.273611
4.117994 -10.496195 0.042523 3.036093 -2.091090
4.674216 -12.113494 0.805367 3.130751 -1.371362
7.694544 -11.869298 2.073455 2.396379 -1.490677
10.914216 -13.752407 0.587975 1.055988 -2.592533
8.499760 -18.801741 -2.955484 0.200508 -2.624627
1.384483 -21.875676 -3.468363 0.671963 -0.839968
-2.762977 -20.505184 -0.522886 1.415158 0.864772
-1.824251 -17.889350 0.910723 0.776871 1.169740
-1.154735 -16.725458 -0.396374 -0.812636 0.701916
-2.821428 -16.935534 -0.903997 -1.157046 0.547051
-3.413286 -16.782976 0.461339 0.301418 1.089718
-1.454858 -15.113165 1.181602 1.856380 1.789533
-0.255053 -12.934105 -0.206941 2.111670 2.260065
-2.189518 -10.303595 -1.479973 1.221471 2.676614
-4.693208 -6.716091 -0.765049 0.065194 2.635075
-4.636287 -3.715483 0.748872 -0.681149 1.794088
-2.619970 -2.800172 1.025624 -1.073278 0.753022
-1.292549 -3.148267 0.289786 -1.251636 0.309658
-1.092052 -3.021064 0.061425 -1.169807 0.353439
-0.553510 -2.342314 0.516960 -1.078960 0.290248
0.740087 -1.889570 0.669041 -1.376385 -0.076960
1.427212 -2.358576 -0.138088 -2.078770 -0.570510
-0.058763 -3.915831 -1.273339 -2.666130 -0.573775
-2.490443 -4.766655 -0.848891 -2.334544 0.202811
-2.458786 -3.617381 0.881914 -1.159323 1.025652
0.154035 -1.758399 1.452426 -0.217096 1.235894
2.153913 -0.410655 0.436976 -0.084155 1.066618
1.981741 0.551636 -0.461306 -0.389558 0.845372
0.912556 1.471816 -0.531104 -0.760991 0.539161
0.000000 1.967294 -0.424818 -0.938663 0.000000
0.000000 -4.195435 0.820145 -1.925124 -0.000000
1.202661 -4.327253 0.212945 -2.119217 0.612210
0.597808 -3.332269 -0.698224 -2.473632 1.559875
-0.776512 -0.596900 -0.486276 -2.636061 2.118732
-1.252220 2.012221 -0.181888 -2.784620 2.003446
-2.682689 4.044889 -1.464644 -3.061077 1.629515
-6.619899 5.810779 -2.113556 -2.589020 0.972659
-9.000140 6.430753 0.028121 -0.846882 0.018298
-6.428537 5.601778 2.308343 0.883823 -0.783032
-1.279841 4.123716 2.606208 1.558346 -1.156919
2.968429 2.661937 1.548653 1.376529 -1.191836
4.297722 1.530462 -0.273654 0.518445 -1.116543
2.178975 0.392778 -1.688139 -0.548379 -1.066711
-1.126055 -1.049069 -1.399088 -0.840969 -0.790754
-2.701329 -1.976998 -0.183262 -0.226494 -0.029186
-2.124272 -1.135425 0.684577 0.601682 0.800953
-0.489351 0.809050 0.870799 1.028917 0.907109
0.720456 1.750836 0.213163 0.719901 0.372961
-0.033676 1.468308 -0.964478 -0.210168 -0.035231
-2.249643 1.151563 -0.969444 -0.800551 -0.126077
-2.758656 0.998842 0.543506 -0.384024 -0.138216
-0.729087 0.860281 1.198395 0.278338 -0.141501
0.799120 0.827260 0.205038 0.510336 -0.185472
0.231066 0.706971 -0.606851 0.548194 -0.370106
-0.725718 0.026158 -0.191045 0.410337 -0.548134
-0.242579 -1.020086 0.598554 -0.087249 -0.362947
1.009224 -1.440110 0.502815 -0.650122 0.246194
1.272536 -0.712954 -0.231984 -0.781047 0.948046
0.293898 1.188031 -0.690690 -0.357657 1.298198
-1.246980 3.533831 -0.836780 0.242986 0.727573
-2.654201 3.920439 -0.471689 0.635965 -0.648885
-2.554566 1.471670 0.643395 0.885173 -1.572184
-0.233513 -1.397655 1.565943 1.081193 -1.224813
2.923134 -2.402658 1.469493 1.060913 -0.087346
5.112653 -1.213015 0.705042 0.784299 0.829001
5.545491 0.816734 -0.304263 0.210887 0.840607
3.699433 1.592428 -1.595255 -0.738130 0.196116
-0.346257 1.047291 -2.266696 -1.462758 -0.272261
-3.922499 0.460939 -1.056333 -1.159222 -0.409309
-3.943986 -0.184657 0.967281 -0.112415 -0.374032
-0.980821 -0.611341 1.778186 0.739777 -0.121361
2.233583 -0.375352 1.376554 0.932301 0.096539
4.144311 -0.056441 0.509200 0.461418 0.087703
3.928558 0.065374 -0.788385 -0.364235 -0.042779
1.152557 0.033134 -1.903524 -0.897310 -0.266276
-2.698245 -0.443058 -1.753351 -0.792136 -0.525083
-4.889065 -1.252479 -0.331475 -0.256540 -0.641228
-3.954561 -1.840939 1.185107 0.407275 -0.654485
-0.984119 -2.158118 1.599403 1.057872 -0.901151
1.515864 -3.260635 0.796730 1.601945 -1.443379
2.189110 -5.507932 -0.008400 1.852152 -1.689872
2.297241 -7.209572 0.287877 1.688666 -1.505602
3.546802 -7.948980 0.868393 1.513309 -1.707594
4.816594 -10.300203 0.160737 2.195525 -2.280881
3.581884 -14.131116 -1.360682 3.806975 -1.815718
0.372926 -15.294768 -1.548699 4.956319 -0.424066
-1.518869 -13.786885 -0.293586 4.554858 0.137824
-1.331123 -13.600828 0.225098 3.221657 -0.239616
-1.303407 -15.067437 -0.178612 2.401852 -0.037846
-1.359663 -15.059657 0.346046 2.776473 1.052931
0.446133 -12.561617 1.398099 3.366396 1.868338
3.049446 -9.723596 0.887056 2.891358 1.691227
2.958678 -8.564243 -1.007346 1.736344 1.177401
-0.183057 -7.955093 -1.855894 0.859517 1.122171
-3.144554 -6.500498 -0.954131 0.191065 1.157837
-3.724198 -5.046853 0.290064 -0.417026 0.790784
-2.602681 -4.752023 0.698637 -0.624634 0.307695
-1.444359 -5.019740 0.431397 -0.431745 0.223989
-0.901034 -4.577084 0.162903 -0.276339 0.317531
-0.580960 -3.839842 0.187270 -0.354412 0.054563
-0.231366 -3.972042 0.100429 -0.616577 -0.498047
-0.415289 -5.322059 -0.319766 -0.727312 -0.821683
-1.275320 -7.153338 -0.439523 -0.368384 -0.271907
-1.474540 -7.056937 0.374546 0.237202 1.037972
0.311978 -4.262261 1.308097 0.646460 1.855897
2.878217 -1.445950 1.087849 0.630927 1.514980
4.019749 -0.360792 0.027423 0.272646 0.750977
3.250545 -0.284390 -0.678178 -0.274233 0.228683
1.718563 -0.490787 -0.833869 -1.017097 0.019858
0.000000 -0.608322 -0.886617 -1.444985 0.000000
0.000000 -3.785913 0.921854 2.266916 -0.000000
1.730329 -4.033287 0.744418 2.315451 0.251569
2.645043 -3.634136 0.162919 2.043640 0.821511
2.592903 -1.933043 -0.088998 1.212189 1.101345
2.480747 -0.798414 -0.126238 0.023817 0.907083
1.110644 -0.700620 -1.462240 -1.422747 1.095875
-3.138450 0.602211 -2.511532 -2.223028 1.852975
-6.932338 3.829552 -0.962561 -1.427675 2.104680
-6.515245 6.561223 1.239084 0.205335 1.300495
-3.115048 7.322968 1.947915 1.541033 0.066838
0.280097 6.561192 1.330079 2.275671 -1.054811
1.555541 4.456948 -0.103196 2.261419 -1.819232
0.204789 1.469481 -1.085390 1.750266 -1.797546
-1.611240 -0.715789 -0.542131 1.472909 -0.874473
-1.503064 -0.823909 0.602957 1.656523 0.360047
0.163524 1.084686 0.908695 1.772121 1.014357
1.411903 3.140780 0.274972 1.340465 0.533895
1.114830 3.038143 -0.559604 0.554153 -0.481506
-0.579511 1.108433 -1.071674 -0.138771 -0.830709
-2.388513 -0.054541 -0.550438 -0.370477 -0.301954
-2.163377 0.455555 0.780418 -0.159546 0.184800
-0.115044 1.088287 1.004013 -0.077152 0.165077
0.758340 1.156228 -0.232808 -0.199211 0.011008
-0.746768 1.292037 -1.079581 0.019857 -0.204530
-2.360331 0.975813 -0.322174 0.557978 -0.617787
-1.525053 -0.452236 1.090705 0.775596 -0.773556
1.141914 -1.808775 1.374712 0.462856 -0.194489
3.082261 -1.614139 0.512265 -0.007602 0.823409
2.959105 0.438787 -0.664977 -0.411333 1.530520
0.455193 3.250635 -1.800990 -0.637272 1.217891
-3.172771 4.389958 -1.553540 -0.291389 0.000856
-4.375646 2.992370 0.486979 0.570732 -1.029282
-1.455973 0.857942 2.250223 1.202487 -1.190618
3.286557 -0.446588 2.260087 0.989288 -0.775186
6.455006 -0.648278 0.805437 -0.124826 -0.397512
6.182704 -0.527025 -1.037551 -1.496472 -0.462105
2.918715 -1.432083 -2.098829 -2.215118 -0.654598
-1.261406 -2.703621 -1.943349 -2.140697 -0.275558
-3.994270 -2.542473 -0.668329 -1.658837 0.436073
-3.628536 -1.335316 0.981291 -0.920681 0.808118
-0.868781 -0.038587 1.592948 -0.174936 0.718956
1.927780 0.954869 1.167450 0.288419 0.178665
3.583861 0.699718 0.481515 0.191528 -0.621566
3.483665 -0.968209 -0.679897 -0.612625 -1.036434
0.809197 -2.635521 -1.941443 -1.480570 -0.715402
-3.243869 -3.146484 -1.875314 -1.479674 0.005595
-5.502046 -2.378769 -0.237640 -0.495998 0.582876
-4.171813 -0.944939 1.435335 0.671943 0.601622
-0.936362 0.067621 1.547683 1.199350 -0.070804
1.017250 -0.628621 0.350522 1.072221 -1.054216
0.821783 -2.985498 -0.362480 0.849673 -1.478761
0.574870 -4.897781 0.265930 0.910441 -1.090186
